synthetic_id,age,sex,city,country,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
S_0577,22-26,Female,Hebei,China,4,3,4,3,4,3,2,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0578,22-26,Male,Antipolo City,Philippines,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4
S_0579,18-21,Female,Virginia,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0580,22-26,Male,"Salt Lake City, Utah",United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_0581,22-26,Female,California/Hawaii,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_0582,43-49,Female,"Springville, UT",Unite States,3,2,3,4,2,3,2,3,4,3,2,3,4,2,3,3,2,4,3,2,3,4,3,4,3,2,3,4,3,2,3,4,3,2,3,3,4,3,3,2,3,4
S_0583,22-26,Male,Suva,Fiji,4,3,4,3,2,4,3,4,3,4,3,2,4,3,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0584,22-26,Male,Oregon,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0585,27-31,Female,Dong Xoai,Vietnam,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0586,22-26,Male,Loganville,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_0587,22-26,Female,Marquesas Islands,French Polynesia,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,2,3,2,3,4,2,3,3,2,3,4,2,3,4,3,2,3,4,3,2,3,4,3,3,2,3,4
S_0588,22-26,Female,Seoul,Korea,4,3,4,3,4,2,3,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,2,3,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_0589,43-49,Female,"Balanga City, Bataan",Philippines,3,3,2,3,2,3,2,3,4,3,2,3,2,3,3,3,3,2,3,2,3,2,3,4,3,3,2,3,3,3,4,3,2,3,2,3,3,2,3,3,3,3
S_0590,27-31,Female,Provo Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_0591,22-26,Male,Tarawa,Kiribati,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_0592,22-26,Female,Dagupan,Philippines,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0593,22-26,Female,Mexico city,Mexico,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0594,37-42,Female,Washington,United States,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,2,3,3,4,3,4,3,2,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0595,22-26,Female,Suva,Fiji,4,3,4,3,4,3,2,4,3,4,3,2,4,3,3,4,4,3,4,3,2,3,4,3,4,3,4,3,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_0596,22-26,Male,Kiribati,Tarawa,3,2,3,2,4,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_0597,43-49,Female,Bogor,Indonesia,3,4,3,2,4,3,2,4,3,4,3,2,4,3,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,3,4,3
S_0598,22-26,Male,Spokane,Usa,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,3,4,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_0599,18-21,Male,Utah,United States,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_0600,22-26,Male,Perak state,Malaysia,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0601,66-70,Male,California/Hawaii,USA,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_0602,22-26,Female,NY,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_0603,22-26,Female,Draper Utah,United states,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0604,27-31,Female,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,4,3,3,4,3,3,4,3,4,3
S_0605,22-26,Female,Apia Samoa,Samoa,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,2,3,4,3,2,3,4,3,3,2,3,4
S_0606,18-21,Female,Pangasinan,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0607,18-21,Female,Tarawa,Kiribati,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,3,2,4,3,2,3,4,3,3,2,3,4
S_0608,22-26,Female,Colorado,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,3,4
S_0609,18-21,Female,Hawaii,Philippines,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,4,3,4,3
S_0610,22-26,Male,Arizona,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0611,43-49,Female,Sendai,Japan,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,2,3,4,3,2,3,4,3,3,3,4,3
S_0612,22-26,Female,Apia,Samoa,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_0613,22-26,Male,Bluffdale Utah,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0614,18-21,Male,Cebu,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0615,22-26,Female,michigan,america,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0616,22-26,Male,California,America,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0617,27-31,Female,Malasiqui,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3,4,3,4,3,4,3,3,4,3,4,4,3,4,3
S_0618,27-31,Female,Alicia,Philippines,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,3,4,3
S_0619,59-64,Male,Veracruz,México,2,2,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,2
S_0620,18-21,Female,Mexico city,Mexico,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0621,22-26,Female,Colorado,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0622,22-26,Female,Kannonnji,Japan,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_0623,18-21,Female,Hawaii,Cook Islands,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,3,4,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_0624,43-49,Female,Minnesota,United States,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,2,3,4,3,2,3,4,3,3,4,3,2
S_0625,22-26,Female,"Alpine, Utah",USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0626,18-21,Male,Hyderabad,India,4,3,4,2,3,4,3,4,3,4,3,2,4,3,4,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0627,18-21,Female,Jakarta,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,4
S_0628,27-31,Female,Utah,Usa,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0629,22-26,Female,"Bountiful, UT",USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_0630,22-26,Female,Hawaii,U.S,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0631,50-58,Female,Veracruz,Mexico,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,3,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3
S_0632,22-26,Female,Indiana,United States,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,2,3,4,3,2,3,4,3,4,3,3,2,3,4,4,3,3,3,4,3,2
S_0633,22-26,Female,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_0634,22-26,Male,Santa Barbara,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,2,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0635,18-21,Male,Pasuquin,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,3,3,2,3,4,3,4,3,4,3,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_0636,18-21,Female,Nueva Vizcaya,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_0637,22-26,Female,Colorado,United States of America,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,2,3,4,3,4,3,4,4,3,4,3
S_0638,18-21,Female,Tahiti,French Polynesia,3,4,3,2,4,3,2,4,3,4,3,2,4,3,2,3,4,3,2,3,4,2,4,3,3,2,4,3,3,4,3,2,3,4,2,3,4,3,3,4,3,2
S_0639,22-26,Male,Pleasant Grove,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,4,3,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_0640,22-26,Male,Baguio,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,4
S_0641,22-26,Male,Montana,USA,3,4,3,2,3,2,4,3,4,3,2,3,2,3,4,3,3,2,3,2,3,4,3,4,3,2,3,2,4,3,3,2,3,2,3,3,4,3,3,4,3,3
S_0642,18-21,Male,Utah,United States,3,4,3,2,3,2,4,4,3,4,3,2,3,4,3,3,4,3,2,3,2,3,4,3,4,3,2,3,3,4,3,2,3,4,3,3,4,3,4,3,3,4
S_0643,22-26,Male,Cebu City,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0644,22-26,Male,Port Morgan,Papua New Guinea,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_0645,37-42,Female,Utah,Us,3,4,3,2,4,3,2,4,3,4,3,2,4,3,2,3,4,3,2,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,3,4,3,2
S_0646,37-42,Female,California,United States of America,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,4,3,4,3,4
S_0647,22-26,Female,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0648,18-21,Male,Santa Barbara,Philippines,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,3,4,3
S_0649,22-26,Male,Hyderabad,India,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_0650,22-26,Female,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_0651,22-26,Male,China,China,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0652,22-26,Male,Texas,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0653,43-49,Female,Tarlac,Philippines,3,3,2,4,3,2,3,3,4,3,2,3,4,3,2,3,3,2,3,4,3,2,4,3,3,2,3,4,3,2,3,4,3,2,3,3,4,3,3,3,4,3
S_0654,22-26,Female,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0655,22-26,Female,Honolulu,USA,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,2,3,4,4,3,4,3,3,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_0656,18-21,Female,Tarlac,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,3,4,4,3,4,3
S_0657,22-26,Female,Providence,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,3,4,3,4
S_0658,27-31,Female,Fort Worth Texas,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0659,22-26,Female,Texas,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0660,22-26,Male,Nashville,Usa,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_0661,22-26,Male,Pangasinan,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0662,22-26,Female,Spokane,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_0663,22-26,Female,Spokane,Usa,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_0664,43-49,Female,Hawaii,United States,3,4,3,2,4,3,2,3,4,3,2,3,4,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,3,3,4,3,3,4,3,3
S_0665,22-26,Female,Port Moresby,Papua New Guinea,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,2,4,3,3,4,3,3,2,3,4,4,3,3,3,4,3,3
S_0666,50-58,Female,Tarawa,Kiribati,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3
S_0667,43-49,Female,Muntinlupa,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,4,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_0668,27-31,Female,Tuguegarao City,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0669,18-21,Male,Phnom Penh,Cambodia,4,3,4,3,4,3,2,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0670,22-26,Male,Manila,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,4,3,4,3,3,4,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,4,4,3,4
S_0671,18-21,Male,"Cedar Hills, Utah",USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0672,43-49,Male,"Morgantown, WV",United States,3,2,3,2,4,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,3,2,3,2,3,3,2,3,3,2,3,2
S_0673,27-31,Male,Texas,United States,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0674,22-26,Male,Montana,USA,3,4,3,2,3,2,4,3,4,3,2,3,2,4,3,3,2,3,4,2,3,2,3,4,3,2,3,4,2,3,4,3,2,3,2,3,4,3,3,4,3,2
S_0675,22-26,Female,Baguio City,Philippines,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_0676,50-58,Female,Auckland,New Zealand,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,3,2,4,3,2,3,4,3,4,3,2,3,2,4,3,2,3,4,3,2,3,4,3,3,2,3,4
S_0677,59-64,Female,Utah,United States,2,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,2
S_0678,22-26,Male,Liahona,Tonga,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,2,3,4,3,4,3,3,2,3,4,3,4,3,3,4,3,3
S_0679,59-64,Female,Utah,United States,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2
S_0680,27-31,Female,Arizona,United States,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_0681,27-31,Female,Utah,United States,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_0682,27-31,Female,British Columbia,Canada,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_0683,37-42,Male,Valencia City.,Philippines,3,3,4,3,2,3,4,3,4,3,3,2,3,4,3,4,3,3,4,3,2,3,3,4,3,3,2,3,4,3,3,4,3,2,3,3,4,3,3,4,3,3
S_0684,37-42,Female,Baguio City,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,3
S_0685,18-21,Female,Utah,United States,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,2,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_0686,22-26,Female,Sacramento,US,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0687,22-26,Male,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_0688,22-26,Female,Dagupan,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0689,27-31,Male,Guangdong,China,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_0690,18-21,Female,Bulacan,Philippines,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,2,4,3,4,3,4,3,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_0691,37-42,Male,Utah,United States,3,4,3,2,3,4,3,3,4,3,2,3,4,3,2,3,3,4,2,3,4,3,4,3,3,2,3,4,3,4,3,2,3,3,4,3,4,3,3,4,3,3
S_0692,22-26,Female,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_0693,18-21,Female,Virginia,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_0694,22-26,Female,Idaho,United States,3,4,3,2,4,3,2,4,3,4,3,2,4,3,3,3,4,3,2,3,4,2,3,4,3,2,4,3,2,3,4,3,2,3,4,3,4,3,3,4,3,2
S_0695,22-26,Female,oceanside,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,4,3,3,2,4,3,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,4,3,4,3
S_0696,18-21,Female,Sacramento,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_0697,22-26,Male,Negombo,Sri Lanka,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_0698,22-26,Male,Isabela,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,2,4,3,4,4,3,4,3
S_0699,22-26,Male,Provo Utah,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_0700,22-26,Male,Butuan,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,2,4,3,4,3,4,3,3,4,3,4,3,3,2,4,3,4,4,3,4,3
S_0701,32-36,Female,Jakarta,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_0702,66-70,Male,Quezon,Philippines,3,2,2,3,2,3,2,3,2,3,2,3,2,2,3,3,3,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_0703,43-49,Female,Ulaanbaatar,Mongolia,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,3,2,4,3,2,3,2,3,4,3,2,3,2,3,3,4,2,3,2,3,3,4,3,3,3,2,3
S_0704,59-64,Female,Apia Samoa,Samoa,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2
S_0705,27-31,Male,Davao City,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
