synthetic_id,model,reasoning,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
SYN_0140,claude,"I rarely travel and have never used ChatGPT, so I'm uncertain about its ease of use for travel planning and somewhat skeptical about how much it would actually improve my planning process. I have a moderate view of AI usefulness overall, so I'm neither dismissive nor enthusiastic.",2,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,2
SYN_0141,claude,"I use ChatGPT regularly and find it useful for efficiency, but I'm skeptical it handles complex real-world travel tasks like real-time pricing or nuanced destination advice very well. I'd use it as a starting point but wouldn't fully trust its outputs for critical decisions.",4,4,4,3,3,2,4,5,5,3,3,4,4,2,4,5,4,5,4,4,1,3,2,2,4,3,3,4
SYN_0142,claude,"I've never used ChatGPT and find new technology frustrating, so I'm uncertain and hesitant about using it for travel planning. I do believe AI is capable and useful in theory, but my low intention to adopt new digital tools and difficulty with interfaces makes me skeptical about personally using it.",2,2,2,3,2,2,2,4,4,4,4,4,4,3,4,2,2,2,2,2,4,4,4,3,3,3,2,2
SYN_0143,claude,"I use ChatGPT regularly but rarely travel, so while I can see some utility in using it for travel planning, I don't have strong personal motivation or experience to back strong opinions. My moderate stance on AI capability and usefulness leads me to give balanced, slightly cautious responses.",3,3,3,3,3,2,3,4,4,3,3,3,3,2,4,4,3,4,3,3,2,4,3,2,4,3,2,3
SYN_0144,claude,"I've never used ChatGPT and I'm pretty skeptical about AI tools in general - I don't really trust that they give accurate or useful information, and I find new tech frustrating to figure out. I wouldn't really want to rely on some AI chatbot to plan my trips.",1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,4,2,2,1,2,1,1,1
SYN_0145,claude,"I've never used ChatGPT and I'm skeptical about whether AI tools genuinely help with tasks like travel planning. Even though I think I could probably figure out how to use it easily enough, I just don't feel comfortable with AI and don't see myself actually adopting it.",2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,4,4,3,3,2,4,4,3,2,2,2,1
SYN_0146,claude,"I've used ChatGPT regularly and find it somewhat useful for getting quick info, but I'm not fully sold on it for travel planning since I still prefer checking actual booking sites and reviews. It's decent for brainstorming but I have moderate skepticism about accuracy and real-time data.",3,3,4,3,3,2,3,4,4,3,3,3,3,2,3,4,3,4,3,3,1,4,2,2,3,3,2,3
SYN_0147,claude,"I rarely travel and don't often adopt new digital tools, but I do believe AI can be genuinely useful in principle. I find technology interfaces frustrating and difficult, so while I see the potential value of ChatGPT for travel planning, I'm not particularly inclined to use it myself and struggle with the interface.",2,2,2,3,2,2,2,4,4,4,4,4,3,3,4,2,2,2,3,2,4,3,3,2,3,3,2,2
SYN_0148,claude,"I'm enthusiastic about AI in general but skeptical it actually improves outcomes for travel planning. I find ChatGPT somewhat clunky and not always reliable, though I occasionally try it out of curiosity.",3,3,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,4,3,3,2,4,3,3,3
SYN_0149,claude,I've never used ChatGPT but I'm very enthusiastic about AI technology and believe it can be genuinely useful for travel planning. I'm optimistic about its capabilities but slightly uncertain on ease-of-use specifics since I haven't tried it personally.,4,4,5,4,3,3,4,5,5,4,4,5,4,3,5,3,4,4,3,3,2,5,4,3,5,4,3,4
SYN_0150,claude,"I find ChatGPT genuinely useful for speeding up research and getting ideas, and I pick up new tools easily, so I'm fairly enthusiastic about using it for travel planning. However, I'm a bit cautious about how accurate or up-to-date the information is, especially for things like pricing and real-time data.",4,4,5,3,3,3,4,5,5,4,4,5,4,3,4,4,4,5,4,4,1,4,3,3,5,4,3,4
SYN_0151,claude,"I've never used ChatGPT but I pick up tech quickly and believe AI is capable, so I'm moderately optimistic about its potential for travel planning, though I remain somewhat uncertain about specifics since I have no direct experience.",4,4,4,3,3,2,3,4,4,3,3,4,3,3,4,3,3,3,3,3,2,4,3,3,4,3,3,3
SYN_0152,claude,I've never used ChatGPT and I'm generally skeptical about AI tools being genuinely useful or easy to use. I doubt it would really improve my travel planning compared to just searching online myself or asking friends.,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,4,2,2,1,2,1,1,1
SYN_0153,claude,"I'm enthusiastic about AI and believe it's capable, but I find new tech interfaces frustrating and have only occasionally used ChatGPT. I think it has some usefulness for travel planning but I'm not fully confident in how easy it is to use, though my high behavioral intention means I'd still try it.",4,4,5,3,4,3,4,4,4,3,3,4,3,3,4,2,2,2,3,2,4,5,4,4,4,4,3,4
SYN_0154,claude,"I've never used ChatGPT but I believe AI is powerful and useful for complex tasks like travel planning. However, I find new technology interfaces frustrating and difficult, so while I'm enthusiastic about what AI can do in theory, I'm uncertain about my own ability to use it easily.",3,3,4,3,3,3,3,5,5,4,4,5,4,4,5,2,2,2,2,2,4,5,4,4,4,4,3,3
SYN_0155,claude,"I'm pretty skeptical that ChatGPT would actually make my travel planning better or easier — I find these AI tools kind of confusing and I don't really trust that they give accurate info, especially for things like prices or real-time stuff. I'd rather just look things up myself or ask friends.",2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,2,2
SYN_0156,claude,"As a regular ChatGPT user in my late 20s who finds AI genuinely useful, I'm enthusiastic about using it for travel planning. I've already experimented with it for researching destinations and itineraries, and I find it saves a lot of time compared to browsing multiple websites.",5,5,5,4,4,3,5,5,5,4,4,5,4,4,5,5,4,5,5,4,1,5,4,3,5,4,4,5
SYN_0157,claude,"I rarely travel and am skeptical that AI tools genuinely improve planning tasks, so I don't see much personal value in using ChatGPT for vacation planning. I've used it occasionally so I have some sense of how it works, but I wouldn't really go out of my way to use it for this purpose.",2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,3,3,3,2,4,4,3,3,2,2,2
SYN_0158,claude,"I've never used ChatGPT and I'm generally skeptical about AI tools being genuinely useful or easy to use, so I doubt it would really improve my travel planning experience compared to just searching online or asking friends.",2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,4,2,2,2,2,2,2,1
SYN_0159,claude,I've used ChatGPT before but I'm skeptical about relying on it for travel planning — I worry about outdated info and I find the interface more frustrating than helpful. I think it has some limited uses but I wouldn't really trust it for something as important as planning a trip.,2,2,3,2,2,2,2,3,3,2,2,3,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2
SYN_0160,claude,I've used ChatGPT a bit but remain skeptical it genuinely improves travel planning over traditional research methods — I find the interfaces frustrating and don't trust the accuracy of AI-generated travel info enough to rely on it.,2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,4,3,2,2,2,2,1,2
SYN_0161,claude,"I've never used ChatGPT and I'm generally skeptical about AI tools, finding new technology frustrating and hard to learn. I don't think I'd rely on it for travel planning and feel uncertain about its actual capabilities.",2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,1,2,2,4,3,3,2,2,2,2,1
SYN_0162,claude,"I use ChatGPT regularly and find it easy to use, but I rarely travel and live in French Polynesia, so travel planning isn't a big priority for me. I think ChatGPT is moderately useful for some tasks but I'm not fully convinced it's a game-changer for travel specifically.",4,4,4,3,3,2,4,4,4,3,3,4,3,3,4,4,4,5,4,4,1,4,3,3,4,3,3,4
SYN_0163,claude,"I'm enthusiastic about AI overall and think it's capable, but I rarely travel and find new tech interfaces frustrating to use. I've only occasionally used ChatGPT, so my ease-of-use scores will be low while my capability and attitude scores stay higher.",3,3,4,3,3,2,3,4,4,3,3,4,4,3,4,2,2,2,3,2,4,4,4,3,4,4,3,3
SYN_0164,claude,"I've never used ChatGPT but I'm enthusiastic about AI tools and believe they're highly capable and useful. Since I rarely travel, I'm curious but uncertain about ease of use from direct experience, though I strongly believe the technology could improve planning efficiency and outcomes.",4,4,5,4,4,3,4,5,5,4,4,5,4,4,5,3,3,3,3,3,3,5,4,4,5,4,4,4
SYN_0165,claude,"I've never used ChatGPT but I'm enthusiastic about AI and believe it could be really useful for travel planning. I'm just nervous about how hard it might be to figure out, which tempers my confidence on ease-of-use items.",4,4,4,3,3,3,4,5,5,4,4,5,4,3,4,2,2,2,2,2,4,4,3,2,4,4,3,3
SYN_0166,claude,"I'm skeptical of AI tools in general and don't travel much, so I have little motivation to use ChatGPT for trip planning. I find the tech frustrating and doubt it actually delivers accurate or useful results for real-world planning tasks.",2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,1,2
SYN_0167,claude,"I've never used ChatGPT but I believe AI tools are generally capable and useful for organizing information, so I'm cautiously optimistic about its potential for travel planning. Since I haven't tried it personally, I'm uncertain about ease-of-use specifics but I don't expect it to be difficult given my general tech comfort.",3,3,4,3,3,2,3,4,4,4,4,4,4,3,4,3,3,3,3,3,2,4,3,3,4,3,3,3
SYN_0168,claude,"I rarely travel and am skeptical that AI genuinely improves complex tasks like travel planning, though I find technology easy to pick up. I've used ChatGPT occasionally but doubt it handles real-world nuances well enough to be truly useful for vacation planning.",2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,4,4,4,4,3,1,3,2,2,3,2,2,2
SYN_0169,claude,"I've never used ChatGPT and I rarely travel, so I'm uncertain about its capabilities for travel planning. I think AI can be somewhat useful in general but I doubt it handles complex real-world tasks well, which makes me skeptical about accuracy and real-time info.",3,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3,4,4,3,3,2,3,2,2,3,2,2,3
SYN_0170,claude,"As a frequent traveler who's never used ChatGPT, I'm somewhat open to AI tools but find new tech frustrating to learn. I think AI might help with some travel research but I'm uncertain about ease of use and have moderate expectations about its actual capabilities.",3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,4,3,3,2,3,2,2,2
SYN_0171,claude,"I've never used ChatGPT but I'm enthusiastic about AI and tech-savvy, so I imagine it could be quite useful for travel planning. However, since I haven't actually tried it, I have some uncertainty especially around ease of use and specific features, though I generally believe AI is capable of complex tasks.",3,3,4,3,3,2,3,4,4,3,3,4,4,3,4,3,3,3,3,3,2,4,4,3,4,3,3,3
SYN_0172,claude,"I'm genuinely enthusiastic about AI and believe ChatGPT is quite capable for travel planning tasks, though I only travel occasionally and have used ChatGPT a few times. I find it useful and efficient, though ease of use is moderate since I sometimes need time to figure out how to get the best results.",4,4,4,3,3,3,4,5,5,4,4,5,4,3,4,4,3,4,4,3,2,4,3,3,5,4,3,4
SYN_0173,claude,"I travel frequently but find AI tools like ChatGPT more capable than genuinely useful in practice — I'm skeptical it really improves my planning, and I find the interface somewhat frustrating and hard to navigate effectively. I might try it occasionally but wouldn't rely on it.",3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,2,2,2
SYN_0174,claude,"I rarely travel and only occasionally use ChatGPT, but I'm generally enthusiastic about AI. I think it has moderate usefulness for travel planning, though I'm not super invested in travel itself. I'll score usefulness items moderately high given my positive AI attitude, but temper behavioral intentions since I don't travel much.",3,3,4,3,3,2,3,4,4,3,3,4,3,3,4,4,3,4,3,3,2,4,3,3,4,3,3,3
SYN_0175,claude,"I use ChatGPT regularly and find it genuinely useful and easy to use, but I rarely travel and don't really adopt new digital tools into my daily habits, so while I can see the value in AI for travel planning, I'm not particularly motivated to actually use it for that purpose.",2,2,3,2,2,2,3,4,5,4,4,4,4,3,4,5,4,5,4,4,1,4,3,3,4,3,2,2
SYN_0176,claude,"I'm pretty skeptical about AI tools in general and find them frustrating to use. I don't really trust that ChatGPT gives accurate or up-to-date travel info, and I'd rather use review sites or ask friends for travel planning.",2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,2,1,1,1
SYN_0177,claude,"I'm skeptical about AI tools in general and rarely travel, so I have little motivation to use ChatGPT for trip planning. I find the technology more frustrating than helpful and doubt it provides reliable or accurate information for real-world tasks like travel.",2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,2,2,1,1
SYN_0178,claude,"I rarely travel and I'm skeptical about AI tools genuinely helping with planning. I find ChatGPT frustrating to use and doubt it handles complex real-world tasks like travel planning well, so I rate most items low with occasional slight variation.",2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,1,1,1
SYN_0179,claude,"I'm enthusiastic about AI in general but deeply skeptical it actually handles real travel planning well — the information feels outdated and unreliable, and I find the interface frustrating and confusing to navigate. I rarely adopt new digital tools even when I travel frequently.",2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,4,3,2,2,3,3,2,2
SYN_0180,claude,"I rarely travel and am skeptical about AI usefulness, so I don't see much point in using ChatGPT for travel planning. While I've used ChatGPT regularly and find it moderately easy to use, I'm generally uncomfortable with AI and doubt it meaningfully improves outcomes.",2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,4,3,3,2,3,2,2,2,2,2,2
SYN_0181,claude,"I'm skeptical that ChatGPT really improves travel planning in a meaningful way — it feels like it could miss current info or just give generic suggestions. I've used it a bit and it's fairly easy to interact with, but I don't trust it enough to rely on it for something as important as trip planning.",3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,4,3,3,2,3,2,2,3,2,2,2
SYN_0182,claude,"I've never used ChatGPT and rarely travel, so I'm uncertain about ease of use and not very likely to adopt it. However, I do feel enthusiastic about AI in general and believe it's capable, so I score capability and usefulness items moderately to highly while keeping behavioral intention items low.",2,2,2,3,2,3,2,4,4,3,3,4,4,3,4,3,3,2,3,2,3,4,4,4,4,4,3,2
SYN_0183,claude,"I'm enthusiastic about AI technology and actively seek new tools, but I'm genuinely skeptical that ChatGPT actually improves outcomes in practice. I've used it occasionally and find it reasonably easy to use, but I doubt its real-world usefulness for travel planning given limited or outdated information.",4,4,4,3,3,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,4,3,3,4
SYN_0184,claude,"I've never used ChatGPT before, so I'm uncertain about how easy or useful it actually is. I think AI might help with some basic travel info but I doubt it handles complex real-world details like accurate prices or real-time conditions very well.",3,3,3,2,2,2,2,3,3,2,2,3,2,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2
SYN_0185,claude,"I rarely travel and have never used ChatGPT, so I'm skeptical and uncertain about its usefulness for travel planning. I find new technology frustrating and don't really intend to adopt AI tools in my daily life.",2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,1,2,2,4,3,3,2,2,2,2,1
SYN_0186,claude,"I regularly use ChatGPT and find it intuitive and capable, and I'm enthusiastic about AI tools. However, since I rarely travel, my connection to travel-specific use cases is somewhat limited, making me moderately positive but not overwhelmingly so on some travel-specific items.",4,4,4,3,3,3,4,4,4,3,3,4,4,3,4,5,4,5,4,4,1,4,3,3,4,4,3,4
SYN_0187,claude,"I rarely travel and only occasionally use ChatGPT, so my intention to use it for travel planning is moderate at best. While I believe AI tools can improve efficiency in general, I doubt current AI handles complex real-world travel tasks accurately, which tempers my enthusiasm for travel-specific use cases.",3,3,3,2,3,2,3,4,4,3,3,4,3,2,3,4,4,4,4,3,1,3,2,2,4,3,2,3
SYN_0188,claude,"I've used ChatGPT occasionally and find it moderately useful for information tasks. For travel planning, I think it can help with research and general info, but I'm not fully convinced it replaces dedicated travel tools or personal research, so my responses lean moderately positive without being enthusiastic.",3,3,4,3,2,2,3,4,4,3,3,4,3,3,4,4,3,3,3,3,2,4,3,3,4,3,2,3
SYN_0189,claude,"I regularly use ChatGPT and find it genuinely useful for research tasks, so I'm pretty enthusiastic about using it for travel planning. I think it speeds things up a lot, though I know it has some limitations with real-time data like prices and availability.",4,4,5,3,3,3,4,5,5,4,4,5,4,3,4,4,4,4,4,3,1,4,3,3,5,4,3,4
SYN_0190,claude,"I rarely travel but I do believe AI is capable and useful for information tasks. I've used ChatGPT occasionally and find it intuitive, so I'm moderately open to using it for travel planning, though travel isn't a big part of my life right now.",3,3,4,3,3,2,3,5,5,4,4,5,4,3,4,4,4,5,4,4,1,4,3,3,4,3,3,3
SYN_0191,claude,"I travel frequently and find tech easy to pick up, but I'm genuinely skeptical that ChatGPT actually improves the quality of travel planning — I'd rather use dedicated travel sites or ask people I know. I've tried it a couple times but wasn't that impressed with the results.",3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,4,4,5,4,3,1,3,2,2,3,2,2,3
SYN_0192,claude,"I've used ChatGPT before but I'm generally skeptical it actually improves outcomes for complex tasks like travel planning — the info can be outdated or vague, and I find the interface more frustrating than helpful. I don't really see myself leaning on it for trip planning when I'd rather just use Google or ask friends.",2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2
SYN_0193,claude,"I've used ChatGPT regularly but remain skeptical it actually improves outcomes for complex tasks like travel planning — the info feels generic and I worry about accuracy. I find the interface more frustrating than helpful, so while I might occasionally try it, I don't think it genuinely makes planning better.",3,3,3,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,2,2
SYN_0194,claude,"I've used ChatGPT a bit but find it unreliable and frustrating to get what I actually need. For travel planning, I'd rather use dedicated travel sites or ask friends — I don't trust AI to give me accurate, up-to-date information about prices, availability, or local conditions.",2,2,3,2,2,1,2,3,3,2,2,2,2,1,2,3,2,2,2,2,3,3,2,2,2,2,1,2
SYN_0195,claude,"I've used ChatGPT a few times and think it can handle complex information tasks, but I find the interface somewhat frustrating and unfamiliar. For travel planning, I see some potential but I'm not fully convinced it's easier or better than just searching online myself.",3,3,3,2,3,2,2,4,4,3,3,3,3,2,3,2,2,2,3,2,4,4,3,3,3,2,2,2
SYN_0196,claude,"I've never used ChatGPT but I'm enthusiastic about AI in general and believe it's capable and useful. I'm moderately likely to try new tech, so I'm interested but not fully committed. Since I haven't actually used it, I'm a bit uncertain on ease-of-use specifics but expect it to be intuitive given my tech-savviness.",3,3,4,3,3,3,3,5,5,4,4,5,4,3,4,3,4,4,3,3,2,4,3,3,4,4,3,3
SYN_0197,claude,"I have never used ChatGPT and I am skeptical about AI tools in general. Living in Papua New Guinea as an occasional traveler, I doubt AI can genuinely improve my travel planning, and I feel uncomfortable with the idea of relying on AI for real-world decisions.",1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,3,3,2,3,2,3,2,2,1,2,1,1,1
SYN_0198,claude,"I've never used ChatGPT but I'm enthusiastic about AI and believe it can improve efficiency. I rarely travel but I'm very open to adopting new tech tools, so I expect ChatGPT would be useful for planning if I ever did travel. Since I haven't used it, I'm a bit uncertain about ease of use specifics.",4,4,4,3,4,3,4,5,5,4,4,5,4,3,4,3,3,3,3,3,2,4,3,3,4,4,3,4
SYN_0199,claude,"I've never used ChatGPT and feel somewhat skeptical about AI in general. While I believe AI is capable of complex tasks, I'm not really inclined to adopt new digital tools and feel uncomfortable relying on AI for personal planning like travel.",2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,2,2,3,4,4,3,2,2,2,1
SYN_0200,claude,"I find AI tools genuinely useful and I'm enthusiastic about them, but I struggle with new tech interfaces and I doubt AI can fully handle complex real-world tasks like actual travel planning with accurate prices and real-time info. Since I rarely travel, my intentions are somewhat high but tempered by skepticism about AI's real-world accuracy.",4,4,4,3,4,2,4,4,4,4,4,4,3,2,4,2,2,2,3,2,4,3,2,2,4,3,3,4
SYN_0201,claude,"I've used ChatGPT before but I'm genuinely skeptical it helps with travel planning - the information feels outdated and unreliable, and I'd rather use Google or ask friends. I find AI tools frustrating and don't trust them for real decisions like booking trips.",2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,2,2,1,2
SYN_0202,claude,"I've never used ChatGPT and I'm skeptical it actually helps with complex tasks like travel planning. I'm open to trying new tech but doubt it will deliver on its promises, and I find new interfaces frustrating to learn.",3,3,3,2,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,4,3,2,2,3,2,2,2
SYN_0203,claude,"I've never used ChatGPT and I'm skeptical that AI tools really improve things or handle complex tasks well. I find new technology frustrating, so I doubt I'd bother using it for travel planning when I already have ways I'm comfortable with.",2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,4,3,2,2,2,2,2,1
SYN_0204,claude,"I occasionally use ChatGPT and travel sometimes, but I rarely adopt new digital tools. I think AI can be somewhat useful but has limitations, so I'm moderately positive but not enthusiastic about using it for travel planning.",2,2,3,3,2,2,2,3,4,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,2
SYN_0205,claude,"I'm enthusiastic about AI in general but skeptical it actually improves outcomes in practice. I travel frequently and have occasionally used ChatGPT, finding it somewhat easy to use but not convincingly useful for real travel planning decisions.",2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,3,3,4,3,3,2,3,3,2,4,3,3,2
SYN_0206,claude,"I've never used ChatGPT and I'm generally skeptical about AI tools being genuinely useful. Living in Tonga, I occasionally travel but I rely on traditional methods and word of mouth for planning. I don't feel confident about what AI can really do for me.",2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2
SYN_0207,claude,"As a frequent traveler who occasionally uses ChatGPT, I find it moderately useful for gathering travel information quickly, but I'm not fully convinced it replaces traditional research methods or booking platforms. I have a generally neutral-to-positive view but maintain some skepticism about accuracy and real-time data.",3,3,4,3,3,2,3,4,4,3,3,4,3,3,4,4,3,3,3,3,2,4,3,3,4,3,3,3
SYN_0208,claude,"I've used ChatGPT before but I'm pretty skeptical it actually helps with travel planning in any meaningful way — it feels like it gives generic info that I could find better elsewhere, and I worry about outdated or just wrong information.",2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,3,3,3,3,2,1,2,2,1,2,2,1,2
SYN_0209,claude,"I'm skeptical about AI tools genuinely helping with travel planning - I find them frustrating to use and don't trust the information they provide, especially for something as important as vacation planning where outdated or hallucinated details could cause real problems.",2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,4,3,3,2,2,2,1,1
SYN_0210,claude,"I find AI tools easy to use technically, but I'm skeptical they actually improve travel planning outcomes or provide reliable real-world information. I rarely adopt new digital tools even when I can use them easily.",2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,4,4,5,4,4,1,3,2,2,3,2,2,2
SYN_0211,claude,"I rarely travel so vacation planning isn't a huge priority for me, but I do actively seek out useful tech tools and have used ChatGPT occasionally. I think AI is moderately capable and somewhat useful, so I'd consider using it for travel planning but I'm not fully convinced it's a game-changer, especially for things like real-time pricing or accuracy.",4,4,4,3,3,2,3,4,4,3,3,4,3,2,3,4,3,4,3,3,2,4,2,2,4,3,2,3
SYN_0212,claude,"I'm enthusiastic about AI and believe it's capable of complex tasks, but I've never used ChatGPT and rarely travel, so I'm uncertain about ease-of-use specifics while still being open and positive about the concept. I'd likely try it for planning even if I don't travel much.",4,4,4,3,3,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,4
SYN_0213,claude,"I've never used ChatGPT and find new technology frustrating and intimidating. While I believe AI is capable in theory, I'm skeptical and uncomfortable about relying on it for something as personal as travel planning, and I have little intention of adopting it.",2,2,2,2,2,1,1,3,3,2,2,3,2,2,3,2,2,1,2,2,4,4,3,4,2,2,1,1
SYN_0214,claude,"I rarely travel but I regularly use ChatGPT and strongly believe in its usefulness and capabilities. I'd be open to using it for travel planning when the occasion arises, though travel isn't a big part of my life right now.",4,4,4,3,3,3,4,5,5,4,4,5,4,3,5,4,4,4,4,3,1,4,3,3,5,4,3,4
SYN_0215,claude,"I think ChatGPT can help speed up basic research and planning tasks, but I doubt it handles complex real-world details like accurate pricing or real-time info well. I occasionally travel and have tried ChatGPT a few times, so I have a moderately positive but cautious view of it for travel planning.",3,3,4,3,3,2,3,4,4,3,3,4,3,2,4,3,3,4,3,3,2,3,2,2,4,3,2,3
SYN_0216,claude,"I find AI genuinely capable and easy to use, and I'm enthusiastic about it in general, but I remain skeptical it truly improves my travel planning outcomes — I tend to think I can research just as well on my own through other means. So I'll rate ease and capability high, usefulness low, and intention moderate.",3,3,3,2,3,2,3,2,3,2,2,2,2,2,3,5,4,5,4,4,1,4,4,3,4,3,3,3
SYN_0217,claude,"I've never used ChatGPT and I rarely travel, so I'm uncertain about its practical usefulness for vacation planning even though I think AI is generally capable and I pick up tech easily. My skepticism about AI genuinely improving tasks keeps my usefulness scores low, but my enthusiasm for AI in general keeps attitude scores moderate to high.",3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,4,4,3,3,2,4,4,3,4,3,3,3
SYN_0218,claude,I use ChatGPT regularly but find it frustrating at times and doubt it handles complex travel planning well — like real-time prices or nuanced local knowledge. It has some utility for basic research but I wouldn't fully rely on it.,3,3,3,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,3
SYN_0219,claude,"I rarely travel but I'm enthusiastic about AI in general, finding it moderately useful. I've occasionally used ChatGPT so I have some familiarity, though travel planning is not something I do much. I'd be somewhat open to using it for travel but not strongly committed.",3,3,4,3,3,2,3,4,4,3,3,4,3,3,4,3,3,4,3,3,2,4,3,3,4,3,3,3
SYN_0220,claude,"I rarely travel and have moderate views on AI usefulness, so I'm not super enthusiastic about ChatGPT for travel planning specifically, though I find it generally easy to use. I'd consider it occasionally but wouldn't rely on it heavily.",3,3,3,3,3,2,3,4,4,3,3,4,3,3,4,4,4,5,4,4,1,4,3,2,4,3,2,3
SYN_0221,claude,"I rarely travel and find AI tools frustrating and not particularly useful for real tasks. Even though I believe AI is technically capable, I'm skeptical it genuinely helps me and I feel uncomfortable relying on it for something like travel planning.",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,3,2,2,1,1
SYN_0222,claude,"I've never used ChatGPT but I'm enthusiastic about AI tools generally and believe they can improve efficiency. I'm somewhat open to trying it for travel planning, though my uncertainty about its actual capabilities keeps me from being fully committed.",3,3,4,3,3,2,3,4,4,4,4,5,4,3,4,3,4,4,3,3,2,4,3,2,4,3,3,3
SYN_0223,claude,"I use ChatGPT regularly and feel enthusiastic about AI overall, but I have moderate beliefs about its actual usefulness and capability for travel planning specifically. I think it can help speed things up but I'm not fully convinced it replaces proper research or gives perfectly accurate info.",4,3,4,3,3,2,3,4,4,3,3,4,3,2,4,4,3,4,3,3,2,4,3,2,4,3,3,4
SYN_0224,claude,"I'm enthusiastic about AI in general but skeptical about how well it handles complex real-world travel tasks like accurate pricing or up-to-date info. I use ChatGPT regularly so I find it easy enough, but I have doubts about its reliability for detailed travel planning.",3,3,4,3,2,2,3,4,4,3,3,3,3,2,3,4,4,4,3,3,1,3,2,2,4,3,3,3
SYN_0225,claude,I've used ChatGPT a couple times but find it clunky and I'm skeptical it handles complex travel planning well — I'd rather use Google or ask friends. I doubt it gives accurate real-time info and I don't really see myself relying on it.,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,4,3,2,2,3,2,2,2
SYN_0226,claude,"I'm a frequent traveler who regularly uses ChatGPT and finds it genuinely useful for trip planning — it speeds up research and helps me discover things I might miss. That said, I know it has limitations around real-time data like pricing and availability, so I temper my enthusiasm a bit on those specific capabilities.",5,5,5,3,3,3,4,5,5,4,4,5,4,3,5,5,4,5,4,4,1,4,2,3,5,4,3,5
SYN_0227,claude,"I've never used ChatGPT and I'm skeptical about whether AI tools really improve things. New technology tends to frustrate me, so I'm unsure how easy it would be to use, and I don't fully trust it to give me accurate or complete travel information.",2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,3,3,2,3,2,2,2
