source_human_id,response_id,age,generation,sex,country,city,fam_1,fam_2,fam_3,fam_4,fam_5,fam_6,fam_7,use_1,use_2,use_3,use_4,use_5,use_6,use_7,use_8,use_9,use_10,use_11,risk_1,risk_2,risk_3,risk_4,risk_5,risk_6,fam_1_norm,fam_2_norm,fam_3_norm,fam_4_norm,fam_5_norm,fam_6_norm,fam_7_norm,use_1_norm,use_2_norm,use_3_norm,use_4_norm,use_5_norm,use_6_norm,use_7_norm,use_8_norm,use_9_norm,use_10_norm,use_11_norm,risk_1_norm,risk_2_norm,risk_3_norm,risk_4_norm,risk_5_norm,risk_6_norm
H_0077,R_9sfzVMGWk9BMbDP,22-26,younger Millennials,Male,United States,California,3,4,2,4,2,2,3,2,1,3,1,1,1,2,2,3,3,1,2,5,5,5,5,5,0.5,0.75,0.25,0.75,0.25,0.25,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.25,1.0,1.0,1.0,1.0,1.0
H_0078,R_1Ol5Zn3xkLl71Ip,22-26,older Gen Z,Male,United States,hawaii,4,5,4,4,5,5,4,4,4,5,3,1,4,1,3,1,3,4,5,5,4,3,5,3,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.0,0.75,0.0,0.5,0.0,0.5,0.75,1.0,1.0,0.75,0.5,1.0,0.5
H_0079,R_3CDS72qzXEWoBLK,22-26,older Gen Z,Male,Malaysia,Perak state,5,5,5,4,5,5,5,5,4,5,1,5,5,5,5,3,5,5,5,4,2,2,5,4,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.75,0.25,0.25,1.0,0.75
H_0080,R_2dnZiDVPl6Vm3Sa,22-26,younger Millennials,Male,India,New Delhi,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,5,4,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.5,1.0,0.75
H_0081,R_3et2kNscW33H56T,22-26,older Gen Z,Male,NZ,Hastings,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,3,4,5,4,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.75,1.0,0.75
H_0082,R_2D5otS7ORZzehwh,22-26,younger Millennials,Male,New Zealand,Hastings,5,5,5,5,5,5,2,1,2,2,2,5,1,1,3,1,1,1,5,5,5,5,5,4,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.25,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75
H_0083,R_SNU1gRxc6xqcabf,22-26,younger Gen Z,Male,Philippines,Gumaca,5,5,5,5,5,5,5,5,4,4,3,1,4,2,2,1,3,2,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.0,0.75,0.25,0.25,0.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0
H_0084,R_2tf1Dh1xCnDYJT1,18-21,younger Gen Z,Male,USA,CT,4,5,4,1,5,3,3,1,1,2,1,1,1,1,1,2,1,1,3,5,3,2,5,1,0.75,1.0,0.75,0.0,1.0,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.25,1.0,0.0
H_0085,R_sG3qyScEbKhQnbb,22-26,younger Millennials,Male,Fiji,Suva,5,5,4,5,5,4,4,5,5,5,1,1,4,4,5,4,4,1,5,5,5,5,5,3,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.0,0.75,0.75,1.0,0.75,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.5
H_0086,R_2fBVVZxcbdrVCO4,22-26,younger Millennials,Male,USA,Washington,4,4,4,2,4,4,3,1,3,1,1,2,1,1,2,3,1,1,5,5,5,5,5,1,0.75,0.75,0.75,0.25,0.75,0.75,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0087,R_1mJ0tao0eYW500u,22-26,younger Millennials,Male,United States,Connecticut,5,4,5,4,5,5,2,1,1,1,1,1,1,1,3,4,1,1,5,4,4,5,5,1,1.0,0.75,1.0,0.75,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,1.0,0.75,0.75,1.0,1.0,0.0
H_0088,R_1FxhywuryOA1nUS,22-26,older Baby Boomer,Male,papua new guinea,Hawaii,3,4,3,3,3,3,3,5,5,5,1,1,5,5,5,2,5,5,5,5,5,5,5,5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0089,R_3PFCGHHrTXz9qVZ,32-36,younger Millennials,Male,Papua New Guinea,Lae City,4,5,5,4,3,4,4,1,2,1,1,2,1,1,3,1,4,2,1,2,3,5,5,1,0.75,1.0,1.0,0.75,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.75,0.25,0.0,0.25,0.5,1.0,1.0,0.0
H_0090,R_2PpPM7hZYuC3RuQ,27-31,younger Millennials,Male,PNG,Port Moresby,1,2,3,3,3,3,3,3,3,4,1,1,3,1,4,1,1,1,5,5,5,5,5,1,0.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0091,R_11YEXBqINi9IBEP,22-26,older Gen Z,Male,Japan,Gifu (Prefecture),5,4,4,3,5,5,5,5,5,5,1,5,5,1,5,1,1,1,5,5,2,4,5,3,1.0,0.75,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.25,0.75,1.0,0.5
H_0092,R_2tKGnbWXhWBiSQE,18-21,older Gen Z,Male,USA,Hawaii,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0093,R_33dsdbASgzbVCfT,22-26,younger Gen Z,Male,United States,Washington,4,5,4,5,5,4,5,5,4,4,3,1,4,4,5,1,1,3,4,4,4,5,5,5,0.75,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.5,0.0,0.75,0.75,1.0,0.0,0.0,0.5,0.75,0.75,0.75,1.0,1.0,1.0
H_0094,R_3erjhLlsGPbpwCR,22-26,older Millennials,Male,United States,Utah,3,4,2,4,2,2,4,3,1,1,2,1,1,4,4,4,1,5,5,4,5,5,5,5,0.5,0.75,0.25,0.75,0.25,0.25,0.75,0.5,0.0,0.0,0.25,0.0,0.0,0.75,0.75,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
H_0095,R_2CCxl5xKpYnFkWx,18-21,older Gen Z,Male,United States,California,4,4,4,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,0.75,0.75,0.75,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0096,R_2w5kJdosLvjwn29,27-31,younger Millennials,Male,USA,Guam,4,4,4,3,3,4,4,1,1,1,1,1,2,1,2,4,1,1,5,5,5,5,5,5,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0097,R_1gUgxDLt9ra1o58,22-26,older Gen Z,Male,Philippines,Manila,1,4,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,0.0,0.75,0.0,0.25,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25
H_0098,R_234B2rOMLOypxHr,27-31,older Gen Z,Male,Kiribati,Kiritimati Island,3,3,3,4,4,4,5,3,4,5,5,1,4,1,3,1,3,1,5,5,5,5,5,5,0.5,0.5,0.5,0.75,0.75,0.75,1.0,0.5,0.75,1.0,1.0,0.0,0.75,0.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0099,R_ZsfqsR34SIELVeN,32-36,older Millennials,Male,USA,Hawaii,4,4,4,4,3,3,4,2,1,1,2,1,2,1,2,1,1,1,5,5,4,5,5,2,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.25
H_0100,R_3CHnt8aEIbFuOBZ,18-21,older Gen Z,Male,Brazil,Sao Paulo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
H_0101,R_2RXhJi2yFm1vcMu,22-26,older Gen Z,Male,United States of America,Utah,5,4,4,3,4,4,3,2,1,2,1,2,2,1,1,3,1,1,5,4,2,4,5,2,1.0,0.75,0.75,0.5,0.75,0.75,0.5,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,1.0,0.75,0.25,0.75,1.0,0.25
H_0102,R_3NUNpfquf2fkv2N,22-26,younger Millennials,Male,US,HI,3,4,3,2,4,3,4,2,1,2,1,1,4,1,4,4,1,1,5,4,4,5,5,5,0.5,0.75,0.5,0.25,0.75,0.5,0.75,0.25,0.0,0.25,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.0,1.0,0.75,0.75,1.0,1.0,1.0
H_0103,R_3fNNL0WA6nWE913,50-58,older Gen X,Male,America,Oregon,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,1.0,0.0
H_0104,R_1qa0bYkdYNcQN9b,22-26,younger Millennials,Male,United States,Indiana,4,5,4,3,4,3,3,3,4,4,1,1,4,1,4,1,1,1,4,4,4,3,5,3,0.75,1.0,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.75,0.5,1.0,0.5
H_0105,R_9TY2PpGLMnfxvHj,50-58,older Gen X,Male,usa,colorado,3,5,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,5,3,5,4,5,1,0.5,1.0,0.5,0.75,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.75,1.0,0.0
H_0106,R_3k08o7O6Ncexy8a,18-21,younger Millennials,Male,Kingdom of Hawai’i,Makawao,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0107,R_a3gNqmVOUMDTVst,27-31,younger Millennials,Male,USA,Pennsylvania,5,5,5,5,5,5,5,4,4,4,4,1,4,1,4,1,1,1,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0108,R_1IRRhaRPVK6QZGG,27-31,older Gen X,Male,Japan,Tokyo,1,3,2,2,3,3,4,3,1,1,1,1,1,1,3,5,4,2,5,5,4,4,5,4,0.0,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.75,0.25,1.0,1.0,0.75,0.75,1.0,0.75
H_0109,R_3qyrkYql8YCZiMt,27-31,older Gen Z,Male,Sri Lanka,Negombo,4,5,3,3,5,4,5,4,3,3,1,4,2,1,1,5,4,1,5,2,5,5,5,5,0.75,1.0,0.5,0.5,1.0,0.75,1.0,0.75,0.5,0.5,0.0,0.75,0.25,0.0,0.0,1.0,0.75,0.0,1.0,0.25,1.0,1.0,1.0,1.0
H_0110,R_pi6tOMIBh8QSNyN,27-31,younger Gen X,Male,Papua New Guinea,Papua New Guinea,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0111,R_1rB9i7cSSVn0xKT,18-21,younger Gen Z,Male,Japan,Okinawa,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0112,R_2AEacALNq2wsTDu,18-21,younger Gen Z,Male,Japan,Okinawa,4,4,4,4,5,5,5,5,4,5,2,4,5,5,5,2,4,2,5,4,4,4,5,5,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.75,1.0,1.0,1.0,0.25,0.75,0.25,1.0,0.75,0.75,0.75,1.0,1.0
H_0113,R_2V2Yth29OF7b3wB,22-26,older Gen Z,Male,El Salvador,"Phoenix, Arizona",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0
H_0114,R_1Ld23OV3rLzrX1E,27-31,older Millennials,Male,Mexico,Veracruz,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0115,R_3IWC7bqXLdA1gsG,27-31,older Millennials,Male,Fiji,Laie,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H_0116,R_V2Uzku7qsWHRL45,22-26,older Gen Z,Male,Tahiti,Tahiti,5,5,4,3,4,4,4,4,2,1,1,1,3,1,1,1,1,1,5,5,5,5,5,1,1.0,1.0,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0117,R_12tzSXOkhaF8vzD,27-31,older Gen Z,Male,sri lanka,colombo,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75
H_0118,R_3OlvZwimI1IdqHS,18-21,younger Gen Z,Male,United states,newport,4,4,4,5,4,5,4,3,4,3,4,5,4,4,3,4,3,4,3,4,4,3,5,4,0.75,0.75,0.75,1.0,0.75,1.0,0.75,0.5,0.75,0.5,0.75,1.0,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.5,1.0,0.75
H_0119,R_3Gp1cQE1ZWSTOUP,18-21,older Gen Z,Male,Montana,Charlo Montana,5,5,5,3,5,4,3,5,1,1,4,1,1,5,1,1,2,1,5,4,5,4,5,4,1.0,1.0,1.0,0.5,1.0,0.75,0.5,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.75,1.0,0.75,1.0,0.75
H_0120,R_PNTsLRASoo777d7,18-21,younger Millennials,Male,United States of America,Phoenix arizona,4,2,3,2,1,2,3,1,1,1,2,1,1,2,1,1,2,1,2,4,3,2,5,3,0.75,0.25,0.5,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.75,0.5,0.25,1.0,0.5
H_0121,R_Oweezomxlft5Tl7,22-26,older Gen Z,Male,United States,Salt Lake City,4,4,3,4,4,2,2,3,2,1,1,1,3,3,1,1,4,2,5,5,5,5,5,2,0.75,0.75,0.5,0.75,0.75,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,0.25
H_0122,R_1pFFLR9yIvxGst6,22-26,older Gen Z,Male,United States,"Eagle, Idaho",2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,2,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,1.0,0.25
H_0123,R_2zjA1dCZBdvAS7s,22-26,older Gen Z,Male,United States,Idaho,4,4,4,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,3,0.75,0.75,0.75,0.75,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,1.0,1.0,0.5
H_0124,R_2Qo1hwH6rG5J3l4,18-21,older Gen Z,Male,United States,Utah,4,5,4,4,5,4,3,3,2,1,3,1,3,2,1,2,1,1,5,5,4,4,5,3,0.75,1.0,0.75,0.75,1.0,0.75,0.5,0.5,0.25,0.0,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.0,1.0,1.0,0.75,0.75,1.0,0.5
H_0125,R_1IiWPWNMTnJVehT,22-26,younger Millennials,Male,United States,Texas,3,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0126,R_1gc2TzakOWsFIlF,50-58,younger Gen X,Male,USA,ARIZONA,2,5,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,5,3,0.25,1.0,0.75,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,0.75,1.0,0.5
H_0127,R_3I6eYhAINVdUrZv,22-26,older Gen Z,Male,United States,"Magna, utah",3,4,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,2,0.5,0.75,0.25,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,1.0,1.0,0.25
H_0128,R_3JvY9DY52MkhogX,37-42,older Millennials,Male,United States,Utah,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
H_0134,R_10ZQcanxAeeDGCg,22-26,younger Gen X,Female,Tonga,Nuku'alofa,3,3,3,3,3,3,3,4,5,5,5,4,4,5,4,5,5,5,3,3,2,2,4,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.75,0.75,1.0,0.75,1.0,1.0,1.0,0.5,0.5,0.25,0.25,0.75,0.25
H_0135,R_cMddaRngjSp7KPn,22-26,older Gen Z,Female,Fiji,Suva,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,4,3,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.75,0.5
H_0136,R_3fOD6NmX2c1ATMC,22-26,younger Gen Z,Female,Australia,Queensland,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.25
H_0137,R_2rwReX7FfB9dk82,22-26,older Millennials,Female,Philippines,Tuguegarao City,3,4,2,2,4,4,2,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.5,0.75,0.25,0.25,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0138,R_AgS3DkqEqMCzLFf,22-26,younger Gen Z,Female,Philippines,Cebu City,2,4,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,0.25,0.75,0.5,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.75
H_0139,R_b1TDvfNBiEqR1qV,27-31,younger Gen Z,Female,Kiribati,Tarawa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0140,R_PM7SEO0C7bLU081,18-21,older Gen Z,Female,Philippines,Hawaii,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0141,R_sAnMMFSssqRPVO9,18-21,younger Gen Z,Female,Philippines,Cavite,3,3,3,3,2,1,1,1,1,1,1,1,2,1,1,3,1,1,5,4,3,3,4,3,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,1.0,0.75,0.5,0.5,0.75,0.5
H_0142,R_ub0dN1LRAjEjFjX,18-21,younger Gen Z,Female,Philippines,Nueva Ecija,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0143,R_1r0vTDoICW9ZM6n,43-49,older Millennials,Female,Philippines,Cavite,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75
H_0144,R_2tlr5GvC1NPRg5C,18-21,older Gen Z,Female,United States,Utah,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.75,0.75,0.25
H_0145,R_3svvolYejHRIulA,27-31,older Millennials,Female,USA,California,2,3,2,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,5,4,4,4,4,3,0.25,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.75,0.75,0.75,0.75,0.5
H_0146,R_3qORQFLFELTWhH3,59-64,younger Baby Boomers,Female,USA,Oregon,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75
H_0147,R_Z8CMFrYe03jNRe1,50-58,older Gen X,Female,USA,Utah,3,5,4,3,3,4,3,2,1,1,1,1,1,1,2,2,1,5,2,1,2,2,4,4,0.5,1.0,0.75,0.5,0.5,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,1.0,0.25,0.0,0.25,0.25,0.75,0.75
H_0148,R_3n2ya5SIzZtqZLV,22-26,older Gen Z,Female,Japan,Miyagi,5,5,5,4,5,5,4,4,2,2,1,3,2,2,2,4,4,2,4,3,2,2,4,3,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.0,0.5,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.5,0.25,0.25,0.75,0.5
H_0149,R_Zs3gv9gaRNduX2p,22-26,younger Millennials,Female,Philippines,Iligan,3,4,5,3,5,4,4,2,3,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,0.5,0.75,1.0,0.5,1.0,0.75,0.75,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0150,R_1F3M6DEMcdJA7dr,18-21,younger Millennials,Female,Philippines,Lubao,2,4,3,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,5,4,5,4,2,0.25,0.75,0.5,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.75,0.25
H_0151,R_2wnMWZpi5Cmdin2,22-26,younger Millennials,Female,Taiwan,Changhua,4,4,2,1,5,4,5,5,1,3,1,3,4,1,1,3,5,1,5,5,5,5,4,2,0.75,0.75,0.25,0.0,1.0,0.75,1.0,1.0,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.25
H_0152,R_VX7TI1MSQ2CsL6h,22-26,older Gen Z,Female,Hong Kong,Hong Kong,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,4,1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75,1.0,0.75,0.0
