synthetic_id,age,sex,country,city
S_1245,22-26,Female,Korea,Seoul
S_1246,22-26,Male,United States,Utah
S_1247,18-21,Female,Philippines,Hawaii
S_1248,22-26,Female,United States,Utah
S_1249,18-21,Female,Usa,Phoenix AZ
S_1250,22-26,Female,Indonesia,Cikarang
S_1251,22-26,Male,Philippines,Pangasinan
S_1252,22-26,Female,USA,Utah
S_1253,22-26,Female,America,Las Vegas
S_1254,18-21,Female,Weisheng,Kuala Lumpur
S_1255,27-31,Female,United States,"Boise, Idaho"
S_1256,27-31,Male,USA,Utah
S_1257,18-21,Female,PHILIPPINES,Bulacan
S_1258,22-26,Male,United States,Utah
S_1259,22-26,Male,United States,Utah
S_1260,22-26,Male,Tonga,Nuku'alofa
S_1261,27-31,Male,Kiribati,Tarawa
S_1262,22-26,Female,United States of America,California
S_1263,18-21,Female,USA,"Bluffdale, Utah"
S_1264,27-31,Male,New Zealand,Hamilton
S_1265,27-31,Female,United States,Utah
S_1266,50-58,Male,Fiji,Suva
S_1267,27-31,Male,United States,Utah
S_1268,59-64,Female,United States,San Diego
S_1269,22-26,Female,China,Hebei
S_1270,27-31,Male,Philippines,Manila
S_1271,27-31,Female,mongolia,ulaanbaatar
S_1272,22-26,Male,Taiwan,Taipei
S_1273,18-21,Female,USA,Hawaii
S_1274,22-26,Female,united states,airway heights
S_1275,22-26,Female,USA,Hawaii
S_1276,27-31,Female,United States,Utah
S_1277,22-26,Female,Mongolia,Ulaanbaatar
S_1278,18-21,Male,"Tahiti, French Polynesia","Punaauia, Taravao, and Papeete"
S_1279,43-49,Female,Philippines,Caloocan city
S_1280,22-26,Male,Philippines,Cebu
S_1281,22-26,Female,United States,Utah
S_1282,22-26,Male,Tonga,Nuku’alofa
S_1283,22-26,Female,Kingdom of Hawai’i,Makawao
S_1284,22-26,Female,Indonesia,Central Java
S_1285,22-26,Female,United States,Utah
S_1286,27-31,Female,Scotland,Aberdeen
S_1287,27-31,Female,Philippines,Digos City
S_1288,18-21,Female,United States,"Kamas, Utah."
S_1289,22-26,Female,United States,Utah
S_1290,22-26,Female,USA,Herriman
S_1291,18-21,Female,Malaysia,bintulu
S_1292,22-26,Male,Papua New Guinea,Hawaii
S_1293,18-21,Female,United States,Providence
S_1294,37-42,Male,USA,NorCal
S_1295,22-26,Female,Pakistan,Punjab
S_1296,22-26,Male,PHILIPPINES,Bulacan
S_1297,27-31,Male,United States,Washington
S_1298,22-26,Female,USA,Utah
S_1299,22-26,Male,USA,"Cedar Hills, Utah"
S_1300,18-21,Female,Philippines,Lucena
S_1301,27-31,Male,Philippines,Tacloban
S_1302,59-64,Female,Canada,Lethbridge
S_1303,18-21,Female,Japan,Okinawa
S_1304,22-26,Female,Philippines,Quezon City
S_1305,50-58,Male,India,Chennai
S_1306,22-26,Male,United States of America,Utah
S_1307,18-21,Female,Tonga,Vava’u
S_1308,27-31,Male,Kiribati,Betio
S_1309,27-31,Female,Papua New Guinea,Port Moresby
S_1310,22-26,Female,Tonga,Tonga
S_1311,22-26,Female,Philippines,Bohol
S_1312,27-31,Male,United States,Texas
S_1313,22-26,Female,Fiji,Suva
S_1314,18-21,Female,Samoa,Aleisa
S_1315,22-26,Female,Philippines,Cebu City
S_1316,37-42,Female,USA,"Sandy, Utah"
S_1317,22-26,Female,Fiji,Suva
S_1318,22-26,Male,Mexico,Veracruz
S_1319,18-21,Female,United States,Missouri
S_1320,22-26,Male,USA,San Francisco
S_1321,27-31,Male,United States,Maryland
S_1322,59-64,Female,Philippines,Bacolod
S_1323,18-21,Male,United States,Colorado
S_1324,27-31,Male,Taiwan,New Taipei City
S_1325,18-21,Male,Philippines,Pasig City
S_1326,22-26,Male,Kiribati,Tarawa
S_1327,22-26,Female,USA,Pennsylvania
S_1328,27-31,Male,Japan,Okinawa
S_1329,22-26,Male,Japan,Tokyo
S_1330,22-26,Female,USA,Utah
S_1331,18-21,Female,Hawaii,Oahu
S_1332,32-36,Male,Papua New Guinea,Port Moresby
S_1333,18-21,Female,Samoa,Unknown
S_1334,22-26,Male,Philippines,Tuguegarao
S_1335,22-26,Female,United States,Newport
S_1336,50-58,Female,United States,"Mesa, AZ"
S_1337,18-21,Female,India,New Delhi
S_1338,22-26,Male,Philippines,Valenzuela
S_1339,22-26,Female,United States of America,Sacramento California
S_1340,22-26,Female,Philippines,Camarines Norte
S_1341,22-26,Male,United States,UT
S_1342,27-31,Female,United States,Utah
S_1343,22-26,Male,Philippines,Dagupan
S_1344,22-26,Male,US,Sacramento
S_1345,50-58,Female,Canada,Calgary
S_1346,37-42,Male,USA,"Provo, Utah"
S_1347,22-26,Female,United States,Utah
S_1348,22-26,Female,Philippines,Pangasinan
S_1349,22-26,Female,United States,Colorado
S_1350,18-21,Male,Philippines,Davao City
S_1351,59-64,Male,USA,Utah
S_1352,18-21,Female,USA,"Roseville, CA"
S_1353,22-26,Male,USA,NorCal
S_1354,18-21,Female,Philippines,Cavite
S_1355,27-31,Male,India New Delhi,New Delhi
S_1356,27-31,Male,US,Oregon
S_1357,22-26,Male,Mongolia,Ulaanbaatar
S_1358,27-31,Female,Korea,Suwon
S_1359,22-26,Female,United States,Utah
S_1360,27-31,Female,Canada,Lethbridge
S_1361,50-58,Female,United States,Florida
S_1362,50-58,Male,USA,las vegas
S_1363,22-26,Male,Philippines,Pangasinan
S_1364,22-26,Female,Usa,Arizona
S_1365,22-26,Female,United States,Loganville
S_1366,22-26,Female,Japan,Miyagi
S_1367,22-26,Female,U.S,California
S_1368,18-21,Female,Philippines,Pangasinan
S_1369,43-49,Female,México,Veracruz
S_1370,27-31,Female,Fiji,Suva
S_1371,22-26,Female,Philippines,Camarines Norte
S_1372,22-26,Male,United States,Hawaii
S_1373,18-21,Male,Philippines,Dagupan City
S_1374,32-36,Male,USA,Utah
S_1375,18-21,Male,Indonesia,Malang
S_1376,37-42,Female,Philippines,Pasuquin
S_1377,22-26,Male,USA,Newport
S_1378,22-26,Male,USA,Utah
S_1379,43-49,Female,Papua New Guinea,Lae City
S_1380,22-26,Male,United States,"Mesa, AZ"
S_1381,22-26,Male,Philippines,Tanauan
S_1382,22-26,Female,Korea,Seoul
S_1383,22-26,Female,USA,Utah
S_1384,18-21,Female,PNG,Port Moresby
S_1385,50-58,Female,Tarawa,Kiribati
S_1386,18-21,Female,philippines,tuguegarao
S_1387,18-21,Female,United States,Idaho
S_1388,18-21,Male,China,Yunnan
S_1389,27-31,Female,Philippines,Cavite
S_1390,18-21,Male,Japan,Okinawa
S_1391,22-26,Male,Indonesia,Jakarta
S_1392,22-26,Male,Philippines,Pasig City
S_1393,18-21,Female,Philippines,Iligan
S_1394,27-31,Female,Kingdom of Hawai’i,Makawao
S_1395,22-26,Female,Philippines,Pangasinan
S_1396,18-21,Male,Mongolia,Ulaanbaatr
S_1397,22-26,Female,Philippines,Isabela
S_1398,22-26,Female,México,Veracruz
S_1399,22-26,Female,United States of America,Utah
S_1400,37-42,Male,Philippines,Cebu
S_1401,22-26,Female,India,Hyderabad
S_1402,22-26,Male,Pakistan,Punjab
S_1403,37-42,Male,US,HI
S_1404,18-21,Male,Philippines,Gumaca
S_1405,22-26,Female,United States,Utah
S_1406,22-26,Male,USA,"Anchorage, AK"
S_1407,22-26,Male,Canada,Langley
S_1408,22-26,Male,Philippines,Dagupan City
S_1409,27-31,Female,New Zealand,Auckland
S_1410,27-31,Male,United States,"Laie, Hawaii"
S_1411,59-64,Female,Japan,Japan
S_1412,22-26,Female,Mongolia,Ulaanbaatar
S_1413,18-21,Male,Kiribati,Tarawa
S_1414,22-26,Female,USA,"Roseville, CA"
S_1415,18-21,Female,Philippines,Muntinlupa
S_1416,22-26,Female,United States,Florida
S_1417,27-31,Female,United States,Davenport
S_1418,22-26,Male,Philippines,Pangasinan
S_1419,27-31,Female,United States,"Eden, UT"
S_1420,22-26,Male,United States,Utah
S_1421,22-26,Female,United States,Idaho
S_1422,27-31,Male,USA,Arizona
S_1423,22-26,Female,USA,California
S_1424,22-26,Male,united states of america,Texas
S_1425,22-26,Male,PNG,PORT MORESBY
S_1426,50-58,Female,Kiribati,South-Tarawa
S_1427,22-26,Male,United States,Utah
S_1428,22-26,Female,India,Deli
S_1429,27-31,Male,mongolia,ub
S_1430,22-26,Male,Papua New Guinea,Lae City
S_1431,27-31,Female,New Zealand,Paihia
S_1432,22-26,Male,Mongolia,Ulaanbaatar
S_1433,59-64,Female,United States,Laie
S_1434,22-26,Male,Utah,Highland
S_1435,22-26,Female,Usa,Louisiana
S_1436,22-26,Female,United States,Utah
S_1437,22-26,Female,Japan,Okinawa
S_1438,22-26,Female,USA,CT
S_1439,22-26,Male,USA,Utah
S_1440,22-26,Male,USA,Washington
S_1441,22-26,Female,Weisheng,Kuala Lumpur
S_1442,18-21,Female,United States,Provo Utah
S_1443,22-26,Female,United States,Orem
S_1444,22-26,Female,America,Colorado
S_1445,18-21,Female,Philippines,Negros Occidental
S_1446,22-26,Male,United States,Utah
S_1447,22-26,Male,United States,Utah
S_1448,37-42,Male,USA,Utah
S_1449,22-26,Female,United States,Utah
S_1450,22-26,Male,Japan,Okinawa
S_1451,18-21,Female,usa,boise
S_1452,22-26,Female,México,Tamaulipas
S_1453,37-42,Female,United States,Providence
S_1454,22-26,Male,Utah,Orem
S_1455,18-21,Female,USA,Utah
S_1456,27-31,Female,United States,Arizona
S_1457,18-21,Male,Japan,Tokyo
S_1458,22-26,Male,Usa,Arizona
S_1459,37-42,Male,Malaysia,Kuala Lumpur
S_1460,22-26,Female,Philippines,Bulacan
S_1461,18-21,Female,United States,"Atlanta, GA"
S_1462,22-26,Female,United States,Utah
S_1463,22-26,Female,Canada,BC
S_1464,37-42,Male,United States,"Kamas, UT"
S_1465,22-26,Male,Tahiti,Tahiti
S_1466,18-21,Female,Philippines,Surigao City
S_1467,27-31,Male,Canada,Alberta
S_1468,22-26,Male,New Zeland,Auckland
S_1469,27-31,Female,Japan,Okinawa
S_1470,59-64,Female,mongolia,ulaanbatar
S_1471,18-21,Female,Mongolia,Ulaanbaatar
S_1472,43-49,Male,United States,"Ridgefield, WA"
S_1473,18-21,Female,Hong Kong,Hong Kong
S_1474,18-21,Male,United States,"Billings, Montana"
S_1475,22-26,Female,USA,Newport
S_1476,22-26,Male,Korea,Seoul
S_1477,22-26,Female,United States,Iowa
S_1478,18-21,Male,Philippines,Quezon
S_1479,22-26,Male,Philippines,Cavite
S_1480,43-49,Male,United States,Utah
S_1481,22-26,Male,Kiribati,Tarawa
S_1482,27-31,Male,Malaysia,Subang Jaya
S_1483,22-26,Male,United States,San diego
S_1484,27-31,Female,mongolia,ub
S_1485,27-31,Male,United States of America,California
S_1486,18-21,Male,Philippines,General Santos City
S_1487,27-31,Female,Philippines,Isabela
S_1488,27-31,Male,Monterrey,Mexico
S_1489,18-21,Male,USA,"Provo, Utah"
S_1490,18-21,Male,Philippines,Surigao City
S_1491,59-64,Female,United states,Laie
S_1492,22-26,Female,United States,Arizona
S_1493,37-42,Male,French Polynesia,Mataiea
S_1494,22-26,Male,Philippines,Lucena
S_1495,18-21,Female,Philippines,Manila
S_1496,18-21,Female,Philippines,Cavite
S_1497,27-31,Female,USA,Utah
S_1498,22-26,Female,United States,Utah
S_1499,22-26,Male,America,Ohio
S_1500,18-21,Female,United States,"Providence, UT"
S_1501,22-26,Male,United States,California
S_1502,22-26,Male,USA,Colorado
S_1503,22-26,Female,Philippines,Dagupan City
S_1504,18-21,Female,United States,Boise
S_1505,22-26,Female,England,London
S_1506,18-21,Female,Fiji,Suva
S_1507,22-26,Male,India,Delhi
S_1508,18-21,Female,USA,"Las Vegas, NV"
S_1509,18-21,Male,Philippines,Pasuquin
S_1510,43-49,Female,United States,Utah
S_1511,22-26,Female,Usa,Bountiful Utah
S_1512,22-26,Female,America,Utah
S_1513,27-31,Male,United States,Utah
S_1514,22-26,Male,United States,"Eagle, Idaho"
S_1515,22-26,Female,United States,Sacramento
S_1516,27-31,Male,United States,West Virginia
S_1517,27-31,Female,USA,California
S_1518,27-31,Female,United States,Hawaii
S_1519,50-58,Female,Tahiti,Maraea
S_1520,22-26,Female,Philippines,Cebu
S_1521,27-31,Female,Philippines,Cabatuan
S_1522,22-26,Male,Japan,Okinawa
S_1523,18-21,Female,Kiribati,Tarawa
S_1524,37-42,Male,Japan,Sapporo
S_1525,22-26,Male,Usa,Nashville
S_1526,22-26,Female,Philippines,"Naga City, Camarines Sur"
S_1527,22-26,Female,Philippines,Cabanatuan
S_1528,18-21,Female,Fiji,Hawaii
S_1529,22-26,Female,Malaysia,bintulu
S_1530,22-26,Male,United States,Utah
S_1531,22-26,Female,Canada,Calgary
S_1532,22-26,Female,China,JiangXi
S_1533,22-26,Female,USA,"Atlanta, Ga"
S_1534,22-26,Female,Philippines,Manila
S_1535,22-26,Female,United States,Utah
S_1536,50-58,Male,United States,Utah
S_1537,22-26,Male,Fiji,Suva
S_1538,18-21,Male,USA,Utah
S_1539,22-26,Male,Philippines,Camarines Norte
S_1540,50-58,Male,USA,San Francisco
S_1541,22-26,Male,USA,CA
S_1542,22-26,Male,Tonga,Nuku’alofa
S_1543,18-21,Male,Tonga,Nuku'alofa
S_1544,22-26,Female,United States,Virginia
S_1545,22-26,Female,United States,"Laie, HI"
S_1546,22-26,Male,United States,Houston
S_1547,22-26,Male,China,Harbin
S_1548,50-58,Male,United States,American Samoa
S_1549,43-49,Female,Japan,Ibaraki
S_1550,22-26,Male,USA,Oregon
S_1551,18-21,Female,Philippines,Makati
S_1552,18-21,Female,USA,Colorado
S_1553,22-26,Female,Mexico,Cedar Park
S_1554,22-26,Female,USA,Texas
S_1555,22-26,Female,Korea,Seoul
S_1556,27-31,Female,Philippines,Pangasinan
S_1557,18-21,Male,New Zealand,Northland
S_1558,22-26,Male,Philippines,Pangasinan
S_1559,27-31,Male,Argentina,San Martín de los Andes
S_1560,22-26,Male,Aotearoa,Hastings
S_1561,22-26,Male,United States,Boise
S_1562,18-21,Male,USA,Utah
S_1563,22-26,Female,Tonga,Pangai
S_1564,22-26,Female,Cook Islands,Hawaii
S_1565,18-21,Female,Philippines,Lucena
S_1566,22-26,Female,United States,California
S_1567,18-21,Male,Japan,Okinawa
S_1568,27-31,Male,United States,Las Vegas
S_1569,32-36,Female,Philippines,Laguna
S_1570,18-21,Female,Kiribati,South-Tarawa
S_1571,27-31,Female,United States,California
S_1572,18-21,Male,USA,Hawaii
S_1573,22-26,Female,Taiwan,New Taipei City
S_1574,22-26,Female,PNG,Port Moresby
S_1575,22-26,Male,United States,Utah
S_1576,22-26,Female,USA,CA
S_1577,18-21,Female,Fiji,Menlo Park
S_1578,18-21,Male,Taiwan,New Taipei City
S_1579,22-26,Male,Philippines,Cebu
S_1580,27-31,Female,Philippines,Cagayan
S_1581,22-26,Female,Philippines,Dagupan City
S_1582,22-26,Male,Taiwan,New Taipei City
S_1583,22-26,Female,USA,Hawaii
S_1584,22-26,Male,Mexico,Cedar Park
S_1585,27-31,Male,Canada,British Columbia
S_1586,22-26,Female,El Salvador,"Phoenix, Arizona"
S_1587,27-31,Female,USA,California
S_1588,27-31,Female,Kiribati,Kiritimati Island
S_1589,18-21,Female,USA,"Hauula, Hawaii"
S_1590,18-21,Female,USA,Arizona
S_1591,22-26,Female,United States,Connecticut
S_1592,22-26,Male,US,Utah
S_1593,66-70,Male,United States,Utah
S_1594,43-49,Male,United States of America,Colorado
S_1595,18-21,Male,United States,Arizona
S_1596,18-21,Female,Indonesia,Seko
S_1597,27-31,Female,United States of America,Colorado
S_1598,50-58,Female,Philippines,Allen
S_1599,22-26,Male,Philippines,Cebu
S_1600,18-21,Female,United States,Indiana
S_1601,22-26,Male,United States,Utah
S_1602,22-26,Male,China,JiangXi
S_1603,22-26,Female,USA,"Sandy, Utah"
S_1604,22-26,Male,United States,"Salt lake city, Utah"
S_1605,18-21,Female,Canada,HI
S_1606,22-26,Female,Canada,Pincher Creek
S_1607,50-58,Female,Kiribati,Tarawa
S_1608,22-26,Female,Laie,Hawaii
S_1609,22-26,Male,United States,Utah
S_1610,27-31,Male,United States,Utah
S_1611,27-31,Male,Canada,British Columbia
S_1612,22-26,Female,Philippines,Pangasinan
S_1613,18-21,Male,PNG,Port Moresby
S_1614,43-49,Female,United States,Colorado
S_1615,59-64,Female,USA,Arizona
S_1616,22-26,Female,Tonga,Liahona
S_1617,22-26,Female,Papua New Guinea,Port Moresby
S_1618,18-21,Female,USA,"Anchorage, AK"
S_1619,22-26,Male,United States,Colorado
S_1620,32-36,Female,Korea,Suwon
S_1621,22-26,Male,Japan,Hyogo
S_1622,37-42,Male,USA,Hawaii
S_1623,22-26,Female,USA,Utah
S_1624,37-42,Male,Japan,Saitama
S_1625,22-26,Female,Fiji,Suva
S_1626,22-26,Female,Philippines,La carlota
S_1627,32-36,Female,USA,West Virginia
S_1628,50-58,Female,United States of America,Colorado
S_1629,22-26,Female,Indonesia,Jakarta
S_1630,27-31,Male,Philippines,Pangasinan
S_1631,18-21,Female,USA,Utah
S_1632,18-21,Female,United States,Washington
S_1633,22-26,Female,Philippines,Pampanga
S_1634,22-26,Male,Philippines,Manila
S_1635,27-31,Female,mongolia,ulaanbaatar
S_1636,18-21,Male,United States,Montana
S_1637,18-21,Male,Japan,Fukoyoka
S_1638,22-26,Male,USA,Utah
S_1639,18-21,Female,Philippines,Alaminos City
S_1640,50-58,Male,USA,Utah
S_1641,22-26,Male,Indonesia,Jakarta
S_1642,22-26,Female,Papua New Guinea,Port Moresby
S_1643,18-21,Male,Australia,Gold Coast
S_1644,18-21,Female,Mongolia,Ulaanbaatar
S_1645,22-26,Female,United State,Utah
S_1646,18-21,Male,Philippines,Baguio City
S_1647,22-26,Male,Kiribati,Kiritimati Island
S_1648,22-26,Female,Japan,Miyagi
S_1649,22-26,Female,New Zealand,Tūrangi
S_1650,43-49,Female,Philippines,Leyte
S_1651,22-26,Female,Philippines,Taguig City
S_1652,22-26,Female,Fiji,Suva
S_1653,22-26,Male,Philippines,Negros Occidental
S_1654,27-31,Female,India,Deli
S_1655,22-26,Male,Philippines,Santiago City
S_1656,22-26,Female,philippines,quezon city
S_1657,18-21,Female,Usa,Nashville
S_1658,18-21,Female,Kiribati,Tarawa
S_1659,18-21,Female,Philippines,Laguna
S_1660,18-21,Female,United States,California
S_1661,22-26,Female,Philippines,Naga Cith
S_1662,50-58,Male,Japan,Kobe
S_1663,22-26,Female,United States,Phoenix Arizona
S_1664,22-26,Female,Philippines,Bulacan
S_1665,22-26,Male,United States,Utah
S_1666,18-21,Female,Unite States,"Springville, UT"
S_1667,22-26,Male,Japan,Fukoyoka
S_1668,22-26,Female,Philippines,Laie
S_1669,18-21,Female,Usa,"Burley, Idaho"
S_1670,50-58,Male,united states of america,Texas
S_1671,22-26,Female,United States,California
S_1672,22-26,Male,New Zealand,Hastings
S_1673,18-21,Male,Hong Kong,Hong Kong
S_1674,22-26,Female,Japan,Nara
S_1675,32-36,Female,United States,"Kamas, UT"
S_1676,22-26,Female,United States of America,"Puna, Hawaiʻi"
S_1677,37-42,Female,United States,Phoenix Arizona
S_1678,18-21,Male,Philippines,Negros Occidental
S_1679,22-26,Male,Philippines,Bacolod
S_1680,22-26,Female,Mongolia,Ulaanbaatar
S_1681,18-21,Female,U.S.,Utah
S_1682,22-26,Male,United States,Utah
S_1683,22-26,Male,Kiribati,Tarawa
S_1684,22-26,Female,Unite States,"Springville, UT"
S_1685,18-21,Male,United States,"Billings, Montana"
S_1686,32-36,Female,United States,"Alpine, UT"
S_1687,22-26,Female,Indonesia,Malang
S_1688,22-26,Male,Kiribati,Tarawa
S_1689,22-26,Male,United States,Utah
S_1690,22-26,Female,Philippine,Alicia
S_1691,22-26,Female,PNG,Port Moresby
S_1692,22-26,Male,USA,Utah
S_1693,22-26,Female,Japan,Osaka
S_1694,18-21,Female,Philippines,"Balanga City, Bataan"
S_1695,22-26,Male,United States,Virginia
S_1696,43-49,Female,United States,Hawaii
S_1697,18-21,Female,USA,Texas
S_1698,22-26,Male,USA,Washington
S_1699,22-26,Male,Philippines,Bohol
S_1700,22-26,Female,Fiji,Lautoka
S_1701,22-26,Female,Philippines,Surigao City
S_1702,22-26,Female,Cook Islands,Hawaii
S_1703,22-26,Female,Fiji,Suva
S_1704,18-21,Male,United States of America,California
S_1705,18-21,Female,USA,Washington
S_1706,18-21,Female,Philippines,Bacolod City
S_1707,18-21,Female,Philippines,Bohol
S_1708,22-26,Male,United States,Minnesota
S_1709,22-26,Female,Fiji,Lautoka
S_1710,18-21,Female,USA,Texas
S_1711,22-26,Male,USA,Herriman
S_1712,27-31,Male,Philippines,Bohol
S_1713,22-26,Female,United States,"Laie, HI"
S_1714,27-31,Female,United States,Oregon
S_1715,22-26,Male,United States,Valencia
S_1716,22-26,Female,USA,Hawaii
S_1717,22-26,Female,Philippines,Muntinlupa
S_1718,22-26,Male,Philippines,Binalonan
S_1719,22-26,Female,Philippines,Pasig
S_1720,18-21,Male,Philippines,Tanauan
S_1721,18-21,Female,United States,Utah
S_1722,27-31,Male,USA,Utah
S_1723,22-26,Female,Kiribati,Tarawa
S_1724,22-26,Male,Usa,Hawaii
S_1725,22-26,Female,Mongolia,Ulaanbaatar
S_1726,18-21,Female,Philippines,General Santos City
S_1727,22-26,Female,USA,"Bountiful, UT"
S_1728,22-26,Female,Weisheng,Kuala Lumpur
S_1729,18-21,Male,United States,Washington
S_1730,32-36,Male,India,Delhi
S_1731,66-70,Male,US,Lincoln
S_1732,50-58,Male,Unite States,"Springville, UT"
S_1733,18-21,Female,Canada,Lethbridge
S_1734,22-26,Male,Utah,Highland
S_1735,18-21,Male,United States,Utah
S_1736,22-26,Male,Tonga,Hateo
S_1737,43-49,Female,Kingdom of Hawai’i,Makawao
S_1738,22-26,Male,Papua New Guinea,Papua New Guinea
S_1739,27-31,Male,United States,Virginia
S_1740,22-26,Female,Philippines,Pasuquin
S_1741,18-21,Female,United States,Arizona
S_1742,27-31,Female,New Zealand,Hawkes Bay
S_1743,22-26,Female,USA,Wisconsin
S_1744,22-26,Female,Philipphines,Manila
S_1745,50-58,Female,Philippines,Unknown
S_1746,37-42,Female,US,HI
S_1747,22-26,Female,Samoa,Fale Lili
S_1748,50-58,Female,Indonesia,Surakarta
S_1749,22-26,Male,United States of America,Georgia
S_1750,27-31,Female,Philippines,Cavite
S_1751,18-21,Male,United States,California
S_1752,18-21,Female,Philippines,Ramon
S_1753,18-21,Female,Korea,Seoul
S_1754,18-21,Female,USA,Utah
S_1755,22-26,Male,Kiribati,Butaritari
S_1756,22-26,Male,Philippines,Lubao
S_1757,27-31,Female,Usa,Ohio
S_1758,59-64,Female,America,Texas
S_1759,27-31,Male,Kiribati,South-Tarawa
S_1760,59-64,Male,USA,"Cedar Hills, Utah"
S_1761,22-26,Female,Philippines,Butuan
S_1762,22-26,Male,Malaysia,Kuala Lumpur
S_1763,22-26,Male,Philippines,"Jaen, Nueva Ecija"
S_1764,18-21,Female,USA,Oregon
S_1765,27-31,Female,USA,Montana
S_1766,27-31,Male,Fiji,Lautoka
S_1767,18-21,Male,America,Texas
S_1768,22-26,Female,Canada,Langley
S_1769,50-58,Female,South Korea,Ulsan
S_1770,18-21,Female,Philippines,Makati City
S_1771,18-21,Female,United States,Utah
S_1772,50-58,Male,Philippines,Baguio City
S_1773,22-26,Male,United States of America,"Salt Lake City, Utah"
S_1774,22-26,Female,USA,Hawaii
S_1775,59-64,Male,Philippines,Ramon
S_1776,18-21,Male,Fiji,Suva
S_1777,43-49,Female,United States,Maryland
S_1778,27-31,Female,USA,California
S_1779,22-26,Male,Philippines,Bohol
S_1780,22-26,Female,USA,Utah
S_1781,22-26,Female,Brazil,Sao Paulo
S_1782,22-26,Male,United States,Utah
S_1783,22-26,Female,United States,Montana
S_1784,18-21,Male,Philippines,Naga
S_1785,22-26,Female,Japan,Ibaraki
S_1786,22-26,Male,Philippines,Laguna
S_1787,27-31,Male,United States,"Laie, Hawaii"
S_1788,22-26,Female,United States,Montana
S_1789,27-31,Female,Kiribati,Tarawa
S_1790,22-26,Male,Mexico,Veracruz
S_1791,50-58,Female,United States,Leesburg
S_1792,22-26,Male,United States,Davenport
S_1793,22-26,Female,Philippines,Bulacan
S_1794,32-36,Male,Brazil,Sao Paulo
S_1795,22-26,Male,United States,Salt Lake City
S_1796,22-26,Male,Tahiti,Papeete
S_1797,22-26,Male,U.S.A,Oakland
S_1798,22-26,Male,Kiribati,Tarawa
S_1799,18-21,Female,Philippines,Bohol
S_1800,18-21,Male,USA,Utah
S_1801,22-26,Female,USA,California
S_1802,18-21,Female,United States,Utah
S_1803,22-26,Female,USA,Utah
S_1804,18-21,Female,Mexico,Veracruz
S_1805,27-31,Female,United States,Martinsburg
S_1806,18-21,Female,United states,newport
S_1807,22-26,Female,Tahiti,French Polynesia
S_1808,27-31,Male,Indonesia,Yogyakarta
S_1809,22-26,Female,Pakistan,Punjab
S_1810,37-42,Female,United States,California
S_1811,50-58,Female,United States,Utah
S_1812,22-26,Female,México,Tamaulipas
S_1813,22-26,Female,USA,Wisconsin
S_1814,22-26,Female,Tahiti,Mahina
S_1815,18-21,Male,sri lanka,colombo
S_1816,18-21,Female,USA,Herriman
S_1817,18-21,Female,USA,NorCal
S_1818,22-26,Female,England,London
S_1819,22-26,Male,Canada,Alberta
S_1820,18-21,Male,Mexico,Veracruz
S_1821,22-26,Female,Malaysia,Subang Jaya
S_1822,22-26,Male,Philippines,Bohol
S_1823,22-26,Female,Kiribati,Tarawa
S_1824,22-26,Male,PNG,Port Moresby
S_1825,22-26,Female,USA,NY
S_1826,37-42,Female,Kiribati,Tarawa
S_1827,27-31,Female,United States,Oregon
S_1828,18-21,Female,U.S.,Utah
S_1829,43-49,Female,United States,"Lehi, UT"
S_1830,22-26,Male,United States,"Anthem, AZ"
S_1831,18-21,Female,USA,Wisconsin
S_1832,22-26,Female,usa,Utah
S_1833,22-26,Female,Us,Hawaii
S_1834,22-26,Female,Indonesia,Yogyakarta
S_1835,18-21,Female,Canada,Lethbridge
S_1836,18-21,Female,United States,Davenport
S_1837,27-31,Male,Philippines,Malaybalay
S_1838,27-31,Female,US,Sacramento
S_1839,27-31,Female,United States,Houston
S_1840,18-21,Female,England,London
S_1841,18-21,Male,China,China
S_1842,22-26,Female,United States,California
S_1843,22-26,Female,USA,Hawaii
S_1844,22-26,Male,USA,Hawaii
S_1845,22-26,Female,Montana,Charlo Montana
S_1846,27-31,Male,USA,San Francisco
S_1847,22-26,Male,Malaysia,bintulu
S_1848,22-26,Female,Philippines,Davao City
S_1849,32-36,Male,Malaysia,Kuala Lumpur
S_1850,18-21,Female,Kiribati,Tarawa
S_1851,18-21,Male,Indonesia,Jakarta
S_1852,18-21,Female,United States,Utah
S_1853,22-26,Male,USA,Florida
S_1854,22-26,Male,Taiwan,New Taipei City
S_1855,22-26,Female,China,Shanghai
S_1856,22-26,Female,Philippines,Santiago City
S_1857,22-26,Male,Fiji,Suva
S_1858,50-58,Male,Peru,Arequipa
S_1859,22-26,Female,Philippines,Davao City
S_1860,22-26,Female,United States,Utah
S_1861,22-26,Male,Philippines,Manila
S_1862,22-26,Female,Hawaii,Oahu
S_1863,18-21,Female,mongolia,ub
S_1864,18-21,Female,philippines,quezon city
S_1865,22-26,Male,México,Veracruz
S_1866,22-26,Female,U.S,Colorado
S_1867,18-21,Female,USA,LOGAN
S_1868,43-49,Female,Philippines,Pampanga
S_1869,18-21,Male,NZ,Hastings
S_1870,22-26,Male,United States,Utah
S_1871,22-26,Female,Papua New Guinea,Hawaii
S_1872,18-21,Female,United States,Oregon
S_1873,27-31,Female,Usa,Ohio
S_1874,27-31,Male,United States,Hawaii
S_1875,22-26,Female,Kiribati,Tarawa
