source_human_id,tau_PU,tau_PU_level,tau_PU_verbal,tau_PEOU,tau_PEOU_level,tau_PEOU_verbal,tau_BI,tau_BI_level,tau_BI_verbal,tau_ATT,tau_ATT_level,tau_ATT_verbal,tau_AI_CAP,tau_AI_CAP_level,tau_AI_CAP_verbal
H_0258,1.6948482159542093,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.5359366632114096,HIGH,You pick up new technology quickly and find it intuitive.,1.1585914163692048,HIGH,You actively seek out and adopt useful new technology tools.,-0.5848896527221515,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,2.2777182231560356,HIGH,You believe current AI is capable of complex information tasks.
H_0259,-0.7613653993040702,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.3169463969461164,MODERATE,You find most apps usable but sometimes need time to learn.,0.7828468005769372,HIGH,You actively seek out and adopt useful new technology tools.,0.5112753437386841,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-1.949345409414882,LOW,You doubt that current AI handles complex real-world tasks well.
H_0260,-0.05455718545566775,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.2354618250398789,MODERATE,You find most apps usable but sometimes need time to learn.,0.26800852371167155,MODERATE,You sometimes try new technology when it seems relevant.,0.45943119546191796,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.6707881243122136,LOW,You doubt that current AI handles complex real-world tasks well.
H_0261,1.0053746369121876,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.3310813848800148,MODERATE,You find most apps usable but sometimes need time to learn.,0.46728994732307205,MODERATE,You sometimes try new technology when it seems relevant.,0.8769567951030682,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.4765638985770813,MODERATE,You think current AI has reasonable but limited capability.
H_0262,0.0726670721942611,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7947468423269373,HIGH,You pick up new technology quickly and find it intuitive.,0.681368904995263,HIGH,You actively seek out and adopt useful new technology tools.,1.1368820160497717,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.6365235596906024,HIGH,You believe current AI is capable of complex information tasks.
H_0263,-0.34354022061288314,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.943401503316866,LOW,You find new technology interfaces difficult and frustrating.,0.7586392097860067,HIGH,You actively seek out and adopt useful new technology tools.,0.6062813228880229,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.12247500773712659,MODERATE,You think current AI has reasonable but limited capability.
H_0264,1.4076371487763846,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.0783639279992765,HIGH,You pick up new technology quickly and find it intuitive.,0.4781069598248981,MODERATE,You sometimes try new technology when it seems relevant.,0.5002066906235024,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.4316861581380587,HIGH,You believe current AI is capable of complex information tasks.
H_0265,-0.3221608608733508,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.055654153315147475,MODERATE,You find most apps usable but sometimes need time to learn.,0.2065861439915911,MODERATE,You sometimes try new technology when it seems relevant.,0.19236498959494172,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.38267661531180064,MODERATE,You think current AI has reasonable but limited capability.
H_0266,2.285317446762353,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.2638253612183128,HIGH,You pick up new technology quickly and find it intuitive.,0.6075036267171544,HIGH,You actively seek out and adopt useful new technology tools.,1.3736587088333212,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.6782120909108886,HIGH,You believe current AI is capable of complex information tasks.
H_0267,-2.085233336569873,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.7023086724672091,LOW,You find new technology interfaces difficult and frustrating.,-0.5246356814700663,LOW,You rarely choose to adopt new digital tools in daily life.,-0.6024243573631212,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.713334701789872,LOW,You doubt that current AI handles complex real-world tasks well.
H_0268,0.4978323576895696,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.41772229634690455,MODERATE,You find most apps usable but sometimes need time to learn.,-0.19929861961123613,MODERATE,You sometimes try new technology when it seems relevant.,0.06662361838416486,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.5112565317511574,HIGH,You believe current AI is capable of complex information tasks.
H_0269,-0.8618948177871113,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.22241793249260708,MODERATE,You find most apps usable but sometimes need time to learn.,-0.21204712947411006,MODERATE,You sometimes try new technology when it seems relevant.,0.6432801072305937,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.11218407252429827,MODERATE,You think current AI has reasonable but limited capability.
H_0270,1.9240373117203173,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.2972511698055827,MODERATE,You find most apps usable but sometimes need time to learn.,0.20324189502371123,MODERATE,You sometimes try new technology when it seems relevant.,0.3560402405839398,MODERATE,You have a neutral-to-positive attitude toward AI activities.,2.8718668689506055,HIGH,You believe current AI is capable of complex information tasks.
H_0271,0.44121412015119055,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7076485473947833,HIGH,You pick up new technology quickly and find it intuitive.,0.7137074364826105,HIGH,You actively seek out and adopt useful new technology tools.,0.4152761564587158,MODERATE,You have a neutral-to-positive attitude toward AI activities.,2.3013453579603795,HIGH,You believe current AI is capable of complex information tasks.
H_0272,2.9335797701702075,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.2191279836086255,HIGH,You pick up new technology quickly and find it intuitive.,1.4814538945593438,HIGH,You actively seek out and adopt useful new technology tools.,1.808563811984964,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.9128874987545785,HIGH,You believe current AI is capable of complex information tasks.
H_0273,0.5840224410128062,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.337544594324924,MODERATE,You find most apps usable but sometimes need time to learn.,-0.4452648341813645,MODERATE,You sometimes try new technology when it seems relevant.,0.6104409091726842,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.5612468915374913,LOW,You doubt that current AI handles complex real-world tasks well.
H_0274,0.43257325553078063,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7152744116385543,HIGH,You pick up new technology quickly and find it intuitive.,0.1959309794307984,MODERATE,You sometimes try new technology when it seems relevant.,-0.5876143687101956,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.14700975249189682,MODERATE,You think current AI has reasonable but limited capability.
H_0275,1.162478790109585,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.6088401823723768,HIGH,You pick up new technology quickly and find it intuitive.,-0.4818038090359338,MODERATE,You sometimes try new technology when it seems relevant.,0.7486695012427296,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-1.7923409104389316,LOW,You doubt that current AI handles complex real-world tasks well.
H_0276,0.457751308140609,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.7050849031193067,LOW,You find new technology interfaces difficult and frustrating.,-0.7697683718393953,LOW,You rarely choose to adopt new digital tools in daily life.,1.0088384527166543,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.7282778983447395,HIGH,You believe current AI is capable of complex information tasks.
H_0277,-0.2783604268781863,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-2.084050381891778,LOW,You find new technology interfaces difficult and frustrating.,-0.6318986033853038,LOW,You rarely choose to adopt new digital tools in daily life.,0.03979313145056584,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.4212923110620191,MODERATE,You think current AI has reasonable but limited capability.
H_0278,-0.27970981323669286,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.4026603912864097,LOW,You find new technology interfaces difficult and frustrating.,0.9769144826874049,HIGH,You actively seek out and adopt useful new technology tools.,0.03537379606067695,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.646612805723903,LOW,You doubt that current AI handles complex real-world tasks well.
H_0279,-0.5303073964006632,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.652191212145833,LOW,You find new technology interfaces difficult and frustrating.,0.05097343533047836,MODERATE,You sometimes try new technology when it seems relevant.,-0.28947451368654903,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.8046205185197087,HIGH,You believe current AI is capable of complex information tasks.
H_0280,-0.8466691383084995,LOW,You are skeptical that AI tools genuinely improve task performance.,0.9277811722012013,HIGH,You pick up new technology quickly and find it intuitive.,-0.3717387054624646,MODERATE,You sometimes try new technology when it seems relevant.,-0.7987070080764519,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.7731425958277844,HIGH,You believe current AI is capable of complex information tasks.
H_0281,0.3723743671079925,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.08535241467159337,MODERATE,You find most apps usable but sometimes need time to learn.,0.971458057597906,HIGH,You actively seek out and adopt useful new technology tools.,1.8169378493541035,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.6191309568361018,HIGH,You believe current AI is capable of complex information tasks.
H_0282,0.7218999589528584,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.49719319211524865,MODERATE,You find most apps usable but sometimes need time to learn.,0.42770306270252983,MODERATE,You sometimes try new technology when it seems relevant.,0.3527081561498773,MODERATE,You have a neutral-to-positive attitude toward AI activities.,1.8891233016692406,HIGH,You believe current AI is capable of complex information tasks.
H_0283,-2.350496016910161,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.8415947658375413,LOW,You find new technology interfaces difficult and frustrating.,0.00486034987884793,MODERATE,You sometimes try new technology when it seems relevant.,-0.7555418021154467,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.7964735937562326,LOW,You doubt that current AI handles complex real-world tasks well.
H_0284,-1.6671088770598874,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.5453671316877258,LOW,You find new technology interfaces difficult and frustrating.,-0.552970296716375,LOW,You rarely choose to adopt new digital tools in daily life.,-0.14085120731939882,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.3814185065668534,MODERATE,You think current AI has reasonable but limited capability.
H_0285,0.11155334576577855,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.3212742941293475,MODERATE,You find most apps usable but sometimes need time to learn.,0.22167049605182304,MODERATE,You sometimes try new technology when it seems relevant.,-0.8919216464821834,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.2540144349748092,LOW,You doubt that current AI handles complex real-world tasks well.
H_0286,1.7938181877361767,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.8905900651480796,HIGH,You pick up new technology quickly and find it intuitive.,2.0950271763889483,HIGH,You actively seek out and adopt useful new technology tools.,1.6673758608042577,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.5949957645853674,LOW,You doubt that current AI handles complex real-world tasks well.
H_0287,0.08726188812514409,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.9950415495778385,LOW,You find new technology interfaces difficult and frustrating.,0.24738976110616087,MODERATE,You sometimes try new technology when it seems relevant.,-0.04823652078449745,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.6021058939624095,LOW,You doubt that current AI handles complex real-world tasks well.
H_0288,-0.5878967053671754,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.2430750585807422,LOW,You find new technology interfaces difficult and frustrating.,-0.16260626462962605,MODERATE,You sometimes try new technology when it seems relevant.,0.48834874205345247,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.4721895788964527,MODERATE,You think current AI has reasonable but limited capability.
H_0289,0.24992740144039477,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.9259119931296514,LOW,You find new technology interfaces difficult and frustrating.,-0.4253199862869664,MODERATE,You sometimes try new technology when it seems relevant.,-0.2137275866476169,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.3876558183883063,LOW,You doubt that current AI handles complex real-world tasks well.
H_0290,-0.24313189300964444,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.2924693778365667,MODERATE,You find most apps usable but sometimes need time to learn.,0.6484042727530593,HIGH,You actively seek out and adopt useful new technology tools.,0.7209550051534425,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.0968168466570491,HIGH,You believe current AI is capable of complex information tasks.
H_0291,-1.7740373157629667,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.05551646856121253,MODERATE,You find most apps usable but sometimes need time to learn.,0.7144551260778538,HIGH,You actively seek out and adopt useful new technology tools.,0.971563325035736,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-1.0717367495401995,LOW,You doubt that current AI handles complex real-world tasks well.
H_0292,0.6430271613491367,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.0625141969068097,HIGH,You pick up new technology quickly and find it intuitive.,1.6531668653406064,HIGH,You actively seek out and adopt useful new technology tools.,2.2099231228138696,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.7655860651053241,HIGH,You believe current AI is capable of complex information tasks.
H_0293,0.6058149530313974,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.20430052334257603,MODERATE,You find most apps usable but sometimes need time to learn.,-0.3184308101902691,MODERATE,You sometimes try new technology when it seems relevant.,-0.6806854221508085,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.8427479265779528,HIGH,You believe current AI is capable of complex information tasks.
H_0294,0.2515774082897762,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.0541511298060784,LOW,You find new technology interfaces difficult and frustrating.,-0.12941475117814621,MODERATE,You sometimes try new technology when it seems relevant.,0.0528568819158207,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.6320559290269159,LOW,You doubt that current AI handles complex real-world tasks well.
H_0295,-0.9688575265888217,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.6284153403622151,LOW,You find new technology interfaces difficult and frustrating.,-0.8214441476890355,LOW,You rarely choose to adopt new digital tools in daily life.,-1.509966286093384,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.28834556174530057,MODERATE,You think current AI has reasonable but limited capability.
H_0296,-0.006036710370165976,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.8766407564944221,LOW,You find new technology interfaces difficult and frustrating.,-0.41109399318008777,MODERATE,You sometimes try new technology when it seems relevant.,-0.8288595654951043,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.2787663226268038,MODERATE,You think current AI has reasonable but limited capability.
H_0297,-0.41334231968792284,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.7645390228129156,LOW,You find new technology interfaces difficult and frustrating.,-0.45655732078446504,MODERATE,You sometimes try new technology when it seems relevant.,-0.27432625255590903,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.24444370142066524,MODERATE,You think current AI has reasonable but limited capability.
H_0298,0.17574923538789072,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.4401444597785321,MODERATE,You find most apps usable but sometimes need time to learn.,-2.5010432660761026,LOW,You rarely choose to adopt new digital tools in daily life.,-1.077809235164643,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.2936307917940621,MODERATE,You think current AI has reasonable but limited capability.
H_0299,0.3870073800746603,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.5451935779130134,HIGH,You pick up new technology quickly and find it intuitive.,0.6234431771668102,HIGH,You actively seek out and adopt useful new technology tools.,1.7700473134612624,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-1.7324799446713148,LOW,You doubt that current AI handles complex real-world tasks well.
H_0300,-2.2279533871231325,LOW,You are skeptical that AI tools genuinely improve task performance.,-2.2070306723713977,LOW,You find new technology interfaces difficult and frustrating.,-0.5084899977798928,LOW,You rarely choose to adopt new digital tools in daily life.,-0.33835683707231534,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-2.302043322245492,LOW,You doubt that current AI handles complex real-world tasks well.
H_0301,-0.6038943884099559,LOW,You are skeptical that AI tools genuinely improve task performance.,0.11559225608999096,MODERATE,You find most apps usable but sometimes need time to learn.,-0.917034702170056,LOW,You rarely choose to adopt new digital tools in daily life.,-0.9994780962999444,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.2996915959115195,MODERATE,You think current AI has reasonable but limited capability.
H_0302,0.27557673793829796,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.46139369654644025,MODERATE,You find most apps usable but sometimes need time to learn.,0.2013008512548209,MODERATE,You sometimes try new technology when it seems relevant.,1.475804624573058,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.030057415170631766,MODERATE,You think current AI has reasonable but limited capability.
H_0303,2.0478548615314955,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.9463391661321542,HIGH,You pick up new technology quickly and find it intuitive.,0.30693401929274505,MODERATE,You sometimes try new technology when it seems relevant.,0.33815205853142594,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.4227930352993239,MODERATE,You think current AI has reasonable but limited capability.
H_0304,0.6932194592065679,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.738910360003295,LOW,You find new technology interfaces difficult and frustrating.,-0.18467943607598228,MODERATE,You sometimes try new technology when it seems relevant.,1.3517747408604899,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-1.0723955542893606,LOW,You doubt that current AI handles complex real-world tasks well.
H_0305,-0.38776001154194184,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.8739548407938494,LOW,You find new technology interfaces difficult and frustrating.,-0.7672939968007755,LOW,You rarely choose to adopt new digital tools in daily life.,-1.2095878365155959,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.3333154723782936,LOW,You doubt that current AI handles complex real-world tasks well.
H_0306,-0.5884481493995034,LOW,You are skeptical that AI tools genuinely improve task performance.,-2.0553467148831612,LOW,You find new technology interfaces difficult and frustrating.,0.6638675271603631,HIGH,You actively seek out and adopt useful new technology tools.,-0.7142251623682786,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.6034555662581802,LOW,You doubt that current AI handles complex real-world tasks well.
H_0307,-0.06670750936196487,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.18750917998578395,MODERATE,You find most apps usable but sometimes need time to learn.,-0.53224525585732,LOW,You rarely choose to adopt new digital tools in daily life.,-0.7519485128009483,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,1.2916356011176204,HIGH,You believe current AI is capable of complex information tasks.
H_0308,2.037107961462267,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.2583952170574346,HIGH,You pick up new technology quickly and find it intuitive.,2.3186887775718237,HIGH,You actively seek out and adopt useful new technology tools.,-0.36191527755395475,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.4807324730896495,MODERATE,You think current AI has reasonable but limited capability.
H_0309,0.27748205111579016,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.3911921543898425,LOW,You find new technology interfaces difficult and frustrating.,1.2698518141778479,HIGH,You actively seek out and adopt useful new technology tools.,0.4212719114028519,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.8257425669608427,LOW,You doubt that current AI handles complex real-world tasks well.
H_0310,-0.8756970689383817,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.33156174146806217,MODERATE,You find most apps usable but sometimes need time to learn.,-1.0619250429209577,LOW,You rarely choose to adopt new digital tools in daily life.,0.18549607666378876,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.5427190878947337,HIGH,You believe current AI is capable of complex information tasks.
H_0311,0.6006367411322381,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.5635185983753748,HIGH,You pick up new technology quickly and find it intuitive.,-0.26360921804474285,MODERATE,You sometimes try new technology when it seems relevant.,-0.40514969852306526,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.12300374618613329,MODERATE,You think current AI has reasonable but limited capability.
H_0312,-1.1323557273596814,LOW,You are skeptical that AI tools genuinely improve task performance.,0.5342739446508242,HIGH,You pick up new technology quickly and find it intuitive.,0.28281083733928275,MODERATE,You sometimes try new technology when it seems relevant.,-0.09306248882974898,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.9155851172678509,LOW,You doubt that current AI handles complex real-world tasks well.
H_0313,-0.4462656074150871,MODERATE,You think AI tools can be somewhat useful for certain tasks.,1.95629326901023,HIGH,You pick up new technology quickly and find it intuitive.,-0.997882852720576,LOW,You rarely choose to adopt new digital tools in daily life.,-0.13424756688408507,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.05450411282433541,MODERATE,You think current AI has reasonable but limited capability.
H_0314,1.1431720922540372,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.4637538994599407,MODERATE,You find most apps usable but sometimes need time to learn.,0.29953662292080724,MODERATE,You sometimes try new technology when it seems relevant.,-0.19539241651375633,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.10844720356975024,MODERATE,You think current AI has reasonable but limited capability.
H_0315,0.12697573748332977,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.8969822485677137,LOW,You find new technology interfaces difficult and frustrating.,-1.470421069163754,LOW,You rarely choose to adopt new digital tools in daily life.,-0.885765564198492,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.3096835753245277,MODERATE,You think current AI has reasonable but limited capability.
H_0316,0.40122742508356274,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.784397196460552,LOW,You find new technology interfaces difficult and frustrating.,-0.1011903744647588,MODERATE,You sometimes try new technology when it seems relevant.,-0.6806637001753085,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,1.471736744429156,HIGH,You believe current AI is capable of complex information tasks.
H_0317,-0.1443420967250044,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.4926004977802708,MODERATE,You find most apps usable but sometimes need time to learn.,-0.12565351446650286,MODERATE,You sometimes try new technology when it seems relevant.,0.15524325321514518,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.2546456617539465,LOW,You doubt that current AI handles complex real-world tasks well.
H_0318,-0.050141324277054575,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.37284454720797794,MODERATE,You find most apps usable but sometimes need time to learn.,-0.7340716399775384,LOW,You rarely choose to adopt new digital tools in daily life.,-0.6739315045117511,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.762601072838364,LOW,You doubt that current AI handles complex real-world tasks well.
H_0319,0.2780069862217089,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.8870814881275938,HIGH,You pick up new technology quickly and find it intuitive.,0.9969779750397579,HIGH,You actively seek out and adopt useful new technology tools.,-0.8325068139141691,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,3.139035657998671,HIGH,You believe current AI is capable of complex information tasks.
H_0320,0.7476275616838011,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.8256006885851208,LOW,You find new technology interfaces difficult and frustrating.,1.8062335756948527,HIGH,You actively seek out and adopt useful new technology tools.,1.0002594321988503,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.7902644268303058,HIGH,You believe current AI is capable of complex information tasks.
H_0321,0.6767871020012723,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.3283320732270531,MODERATE,You find most apps usable but sometimes need time to learn.,0.5768945793902801,HIGH,You actively seek out and adopt useful new technology tools.,-0.017611599302692578,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.1328267713164304,LOW,You doubt that current AI handles complex real-world tasks well.
H_0322,0.5227228189381867,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.46715788065843666,MODERATE,You find most apps usable but sometimes need time to learn.,1.3191441908462649,HIGH,You actively seek out and adopt useful new technology tools.,1.0340938649795177,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.0047277829567955,HIGH,You believe current AI is capable of complex information tasks.
H_0323,0.2208696363486027,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.3103792350404872,MODERATE,You find most apps usable but sometimes need time to learn.,-0.10779195884861414,MODERATE,You sometimes try new technology when it seems relevant.,-0.09379439527985842,MODERATE,You have a neutral-to-positive attitude toward AI activities.,1.558389369495317,HIGH,You believe current AI is capable of complex information tasks.
H_0324,-2.293262757211111,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.732484132372097,LOW,You find new technology interfaces difficult and frustrating.,-3.056196368998924,LOW,You rarely choose to adopt new digital tools in daily life.,-2.0825795394434987,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-2.510342414951694,LOW,You doubt that current AI handles complex real-world tasks well.
H_0325,0.22408568535471013,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.780867428683754,LOW,You find new technology interfaces difficult and frustrating.,-1.3693056996999995,LOW,You rarely choose to adopt new digital tools in daily life.,0.5495541337391203,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.0425129089601886,HIGH,You believe current AI is capable of complex information tasks.
H_0326,-0.9712976923987506,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.6077675935140885,LOW,You find new technology interfaces difficult and frustrating.,-1.0482539987690103,LOW,You rarely choose to adopt new digital tools in daily life.,-0.2680275140616979,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.02452828490740205,MODERATE,You think current AI has reasonable but limited capability.
H_0327,-0.9916767225206139,LOW,You are skeptical that AI tools genuinely improve task performance.,0.4094505354227595,MODERATE,You find most apps usable but sometimes need time to learn.,-0.5023578945951618,LOW,You rarely choose to adopt new digital tools in daily life.,-0.7109980930075925,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.2782780826811642,MODERATE,You think current AI has reasonable but limited capability.
H_0328,-0.9221847918848921,LOW,You are skeptical that AI tools genuinely improve task performance.,0.4617745187823876,MODERATE,You find most apps usable but sometimes need time to learn.,0.8916127591798385,HIGH,You actively seek out and adopt useful new technology tools.,-0.014039537683457136,MODERATE,You have a neutral-to-positive attitude toward AI activities.,1.3680439734707737,HIGH,You believe current AI is capable of complex information tasks.
H_0329,-0.2453561863744283,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.03030056991467195,MODERATE,You find most apps usable but sometimes need time to learn.,1.0561151250707754,HIGH,You actively seek out and adopt useful new technology tools.,-0.12926331557994364,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.9458384982532172,LOW,You doubt that current AI handles complex real-world tasks well.
H_0330,-1.116421120199421,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.8199679486496514,LOW,You find new technology interfaces difficult and frustrating.,-1.0791608362720226,LOW,You rarely choose to adopt new digital tools in daily life.,1.3126943575319456,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.14615359416514268,MODERATE,You think current AI has reasonable but limited capability.
H_0331,-0.2601484737782005,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.629066459913637,LOW,You find new technology interfaces difficult and frustrating.,-0.4815263042055405,MODERATE,You sometimes try new technology when it seems relevant.,-0.22641379189370403,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.6008824861757739,LOW,You doubt that current AI handles complex real-world tasks well.
H_0332,0.7796215587540427,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.9753196694540152,LOW,You find new technology interfaces difficult and frustrating.,-0.09177148536227106,MODERATE,You sometimes try new technology when it seems relevant.,0.931375155609364,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.24167725974255122,MODERATE,You think current AI has reasonable but limited capability.
H_0333,-0.6402230300837656,LOW,You are skeptical that AI tools genuinely improve task performance.,0.4986568451587656,MODERATE,You find most apps usable but sometimes need time to learn.,-2.2205768178775855,LOW,You rarely choose to adopt new digital tools in daily life.,-0.9458164391835142,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.4634146747821988,LOW,You doubt that current AI handles complex real-world tasks well.
H_0334,-0.48914641806915077,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.6047994520475103,HIGH,You pick up new technology quickly and find it intuitive.,-0.5677672187149914,LOW,You rarely choose to adopt new digital tools in daily life.,0.08372396681157615,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.6687790125504925,HIGH,You believe current AI is capable of complex information tasks.
